name,player_unique_id,number,t_b,height,weight,born,debut,nationality,draft_order,position,team
安智輝,5,0,右投右打,181,100,1977-01-31,2003-03-08,中華民國,,投手,第一
葉賢文,4,0,右投右打,179,80,1974-04-08,2003-03-09,中華民國,,投手,第一
葉成龍,10,0,右投右打,180,80,1976-10-17,2003-03-08,中華民國,,三壘手,第一
陳峰民,7,41,右投右打,173,80,1977-10-29,2003-03-07,中華民國,,捕手,Lamigo
蔡昱詳,11,1,左投左打,183,95,1969-09-07,2003-03-07,中華民國,,一壘手,Lamigo
潘忠韋,12,44,右投右打,183,100,1976-08-10,2003-03-07,中華民國,,一壘手,Lamigo
許文雄,3,81,右投右打,183,105,1978-12-05,2003-03-08,中華民國,,投手,Lamigo
梁如豪,1,15,右投右打,185,85,1973-10-21,1996-04-26,中華民國,,投手,Lamigo
李風華,2,35,右投右打,173,83,1975-09-19,2003-03-07,中華民國,,投手,統一7-ELEVEn獅
呂俊雄,14,56,右投右打,182,81,1974-12-07,2003-03-07,中華民國,,左外野手,中信
陳昭穎,8,42,右投右打,172,77,1983-04-02,2003-03-08,中華民國,,捕手,Lamigo
王俊文,9,33,右投右打,178,80,1977-12-19,2003-03-13,中華民國,,二壘手,Lamigo
郭昌庭,13,11,右投右打,182,90,1979-01-11,2003-03-07,中華民國,,一壘手,Lamigo
黃龍義,16,30,右投右打,172,76,1979-02-20,2003-03-07,中華民國,,中外野手,Lamigo
許堯淵,19,8,右投右打,180,82,1978-01-14,2003-03-07,中華民國,,右外野手,Lamigo
邱新勇,15,9,右投右打,170,78,1984-03-28,2003-03-08,中華民國,,游擊手,第一
蘇立偉,6,0,右投右打,191,87,1980-06-09,2003-03-08,中華民國,,投手,中信
歐斯納,22,0,右投左打,183,89,1974-07-11,2003-03-07,多明尼加,,游擊手,第一
蔡士凡,21,34,右投右打,183,90,1976-10-03,2003-03-16,中華民國,,右外野手,中信
馬丁,23,0,右投右打,178,84,1972-11-19,2003-03-07,美國,,二壘手,第一
李以寶,18,0,右投右打,171,78,1968-10-10,2003-03-09,中華民國,,右外野手,第一
貝力,35,36,右投右打,188,95,1971-01-24,2004-03-04,美國,,投手,米迪亞
金東鎬,29,0,右投右打,183,80,1973-05-24,2003-06-14,韓國,,投手,第一
馬奎茲,36,0,右投右打,181,82,1973-04-21,2004-03-04,美國,,投手,Lamigo
石志偉,33,6,右投右打,180,85,1977-08-14,2004-03-04,中華民國,La new熊2004年第一輪,一壘手,Lamigo
林建宏,30,20,右投右打,175,80,1980-09-27,2003-06-21,中華民國,第一金剛2003年第一輪,游擊手,統一7-ELEVEn獅
尹景熙,28,0,右投右打,183,88,1980-08-12,2003-05-21,韓國,,投手,第一
卡文,24,0,右投右打,188,84,1978-03-07,2003-03-09,澳大利亞,,投手,第一
藍迪,26,0,右投右打,189,100,1975-09-11,2003-03-22,美國,,投手,第一
張民諺,34,2,右投左打,177,91,1981-01-20,2004-03-04,中華民國,,一壘手,中信兄弟
畢可,27,0,右投右打,186,90,1969-06-10,2003-03-29,美國,,投手,第一
雅哥,25,0,右投右打,188,98,1979-10-30,2003-03-16,委內瑞拉,,投手,第一
陳志明,17,0,右投右打,188,95,1978-12-25,2003-03-08,中華民國,,中外野手,第一
孟憲政,20,45,右投右打,175,87,1977-01-24,2003-07-17,中華民國,,投手,中信
許志昌,32,19,右投右打,178,78,1981-04-19,2005-10-01,中華民國,第一金剛2003年第二輪,投手,Lamigo
高力歐,31,0,左投左打,185,98,1977-03-28,2003-06-24,多明尼加,,投手,第一
徐余偉,38,12,左投左打,181,90,1979-07-18,2004-03-17,中華民國,La new熊2003年第二輪,投手,統一7-ELEVEn獅
蔡家宏,48,21,右投右打,177,78,1979-02-13,2004-09-14,中華民國,,投手,中信
劉松祚,42,0,右投右打,170,70,1979-09-29,,中華民國,La new熊2003年第十輪,捕手,Lamigo
萊特,44,5,右投右打,189,93,1977-06-06,2004-06-26,美國,,投手,Lamigo
沈亞倫,47,26,左投左打,180,80,1981-01-18,2004-09-02,中華民國,La new熊2003年第六輪,一壘手,Lamigo
蔡建偉,40,25,左投左打,179,91,1980-03-29,2004-04-13,中華民國,La new熊2003年第三輪,左外野手,Lamigo
入来智,39,0,右投右打,178,84,1967-06-03,2004-03-28,日本,,投手,Lamigo
曼尼,46,32,右投右打,191,95,1972-08-14,2004-07-27,美國,,投手,兄弟
林智勝,45,31,右投右打,183,108,1982-01-01,2004-06-03,中華民國,La new熊2003年第一輪,一壘手,味全龍二軍
曾豪駒,41,66,右投右打,182,86,1979-11-27,2004-04-13,中華民國,,左外野手,Lamigo
艾弗勒斯,37,0,左投左打,176,80,1977-01-22,2004-03-04,委內瑞拉,,右外野手,Lamigo
吳偲佑,43,46,左投左打,181,93,1982-05-24,2004-05-04,中華民國,,投手,Lamigo
林士欽,50,47,右投右打,177,78,1979-10-05,2005-07-31,中華民國,La new熊2004年第二輪,投手,Lamigo
許傳誠,51,65,右投右打,167,74,1979-10-27,2005-07-30,中華民國,La new熊2004年第三輪,捕手,Lamigo
西爾法,55,0,右投右打,188,90,1977-01-04,2005-03-20,墨西哥,,投手,Lamigo
許志華,49,39,右投右打,178,90,1981-08-10,2005-03-19,中華民國,La new熊2004年第一輪,投手,Lamigo
黃小偉,57,22,右投右打,183,83,1981-07-28,2005-04-26,中華民國,La new熊2003年第十一輪,一壘手,Lamigo
王建強,53,86,右投右打,180,105,1980-03-09,2005-03-17,中華民國,,一壘手,Lamigo
羅德里茲,52,21,右投右打,190,100,1976-10-25,2005-03-17,美國,,三壘手,Lamigo
力拿,58,0,右投右打,180,85,1972-11-25,2005-05-21,多明尼加,,投手,Lamigo
石彥緯,60,30,右投右打,175,85,1981-02-26,2005-07-31,中華民國,,中外野手,兄弟
韋德,56,34,右投右打,195,98,1975-07-08,2005-04-21,美國,,投手,Lamigo
冰奇,59,61,左投左打,192,95,1972-01-20,2005-05-29,美國,,投手,Lamigo
尚雷諾,62,45,右投右打,187,100,1978-12-04,,委內瑞拉,,投手,Lamigo
馬丁尼茲,65,64,右投右打,173,80,1975-11-09,2006-03-21,多明尼加,,投手,Lamigo
霍格斯,54,0,右投右打,186,85,1977-03-25,2005-03-17,多明尼加,,投手,Lamigo
雷鵬,66,46,右投右打,193,95,1974-11-22,2006-04-06,美國,,投手,統一7-ELEVEn獅
恩洛德,61,14,右投右打,183,95,1971-03-04,2005-08-27,多明尼加,,投手,統一7-ELEVEn獅
荒川祐輔,69,47,右投右打,177,77,1978-03-26,,日本,,投手,Lamigo二軍
葉俊麟,74,57,左投左打,186,95,1980-08-14,,中華民國,La new熊2006年第三輪,投手,Lamigo
貝茲,67,26,右投左打,180,90,1973-06-24,2006-03-21,加拿大,,三壘手,Lamigo
黃俊中,63,32,右投右打,180,87,1982-04-25,2006-03-22,中華民國,La new熊2005年第一輪,投手,Lamigo
陳金鋒,64,52,右投右打,183,90,1977-10-28,2006-03-21,中華民國,La new熊2005年第一輪,指定打擊,Lamigo
卡猛士,70,25,右投左打,180,100,1971-10-14,2006-05-21,美國,,左外野手,Lamigo
飛銳,72,50,右投右打,190,96,1971-10-12,2006-08-29,美國,,投手,Lamigo
巴克斯,71,25,右投右打,183,90,1977-02-22,2006-08-13,多明尼加,,投手,Lamigo
猛克,80,42,左投左打,187,107,1974-04-29,2007-04-29,波多黎各,,投手,Lamigo
艾銳達,78,37,左投左打,180,85,1975-02-19,2007-03-18,委內瑞拉,,投手,Lamigo
米那亞,68,34,右投右打,191,90,1977-07-30,,,,投手,Lamigo二軍
鄭余亮,75,48,右投右打,174,88,1983-01-20,2008-07-08,中華民國,La new熊2006年第二輪,投手,米迪亞
馬帝茲,81,49,左投左打,198,117,1980-01-20,2007-05-06,波多黎各,,投手,Lamigo
里昂,73,69,右投左右開弓,185,83,1976-05-07,,波多黎各,,三壘手,Lamigo二軍
銳克,83,58,左投左打,175,80,1977-04-18,2007-06-15,美國,,投手,Lamigo
銳斯,77,46,左投左打,185,84,1973-01-10,2007-03-17,美國,,投手,Lamigo
劉家華,76,61,右投右打,174,80,1984-10-14,,中華民國,La new熊2006年第四輪,投手,Lamigo
佐藤和宏,84,0,左投左打,177,82,1977-09-21,,日本,,投手,Lamigo二軍
銳猛,79,40,右投右打,187,102,1980-11-18,2007-04-19,委內瑞拉,,投手,Lamigo
羅銳,86,42,左投左打,185,100,1972-08-11,2007-08-08,美國,,投手,Lamigo
強森,90,32,右投左打,187,77,1975-10-03,2008-03-16,加拿大,,投手,Lamigo
坎諾,85,60,左投左打,188,90,1975-01-01,2007-07-24,美國,,投手,Lamigo
鈴木誠,88,53,右投右打,190,93,1975-05-31,2007-08-29,日本,,投手,Lamigo
林哲雄,82,99,右投右打,172,78,1982-10-08,,中華民國,La new熊2006年第一輪,投手,Lamigo
剛力士,87,37,右投右打,180,98,1973-12-27,2007-08-09,美國,,右外野手,Lamigo
飛鵬,92,33,右投右打,190,106,1980-07-02,2008-04-30,美國,,投手,Lamigo
米勒,99,32,右投右打,185,90,1979-02-07,2009-07-18,美國,,投手,Lamigo
霸漢,91,21,左投左打,180,90,1974-10-13,2008-03-16,美國,,右外野手,Lamigo
霸龍,89,49,右投右打,185,97,1973-08-28,2007-09-19,美國,,一壘手,Lamigo
戈登,95,13,右投右打,190,104,1980-06-12,2009-03-29,美國,,一壘手,Lamigo
猛力,93,53,右投左打,182,96,1980-10-03,,美國,,三壘手,Lamigo
雷克斯,94,37,右投右打,190,90,1977-01-22,2009-03-31,美國,,投手,Lamigo
梅森,104,13,右投右打,185,86,1984-07-01,2010-03-25,美國,,投手,Lamigo
耿伯軒,96,88,右投右打,184,105,1984-10-15,2009-04-02,中華民國,La new熊2008年第一輪,投手,中信兄弟
銳,105,38,右投右打,188,92,1974-11-27,2010-03-23,美國,,投手,Lamigo
希爾法,101,13,右投右打,195,106,1973-12-19,2009-08-30,美國,,投手,Lamigo
戰銳龍,102,32,右投右打,182,86,1975-08-06,2009-09-01,委內瑞拉,,投手,Lamigo
酷力士,100,19,左投左打,182,82,1973-01-28,2009-07-28,美國,,右外野手,Lamigo
竹岡和宏,97,0,右投右打,193,86,1975-01-25,,日本,,投手,Lamigo二軍
雷恩斯,98,13,右投左右開弓,178,90,1979-08-31,2009-05-03,美國,,右外野手,Lamigo
尤猛,114,31,左投左打,193,102,1979-10-11,2011-08-21,美國,,投手,Lamigo二軍
三橋直樹,106,0,右投右打,180,85,1980-12-02,,日本,,投手,Lamigo二軍
悍猛,110,55,左投右打,188,93,1982-04-30,2010-08-19,美國,,投手,Lamigo
派克,103,55,左投右打,190,88,1981-08-19,2010-03-26,美國,,投手,Lamigo
威力烈,107,32,左投左打,186,95,1979-12-20,2010-04-10,美國,,投手,Lamigo
酷力,115,32,右投右打,185,80,1973-10-21,2011-09-04,美國,,投手,Lamigo
杜拉克,113,0,右投右打,185,87,1982-05-30,2011-06-05,美國,,投手,Lamigo
奔薩,111,32,左投右打,195,98,1977-03-15,2011-03-25,澳大利亞,,投手,Lamigo
勝騎士,108,0,右投右打,200,122,1983-05-28,,多明尼加,,投手,Lamigo二軍
迪薩猛,119,12,右投右打,180,90,1980-09-11,2012-03-18,美國,,投手,Lamigo
王嘉誠,116,19,右投右打,181,82,1986-05-30,2012-06-02,中華民國,Lamigo桃猿2011年第三輪,投手,Lamigo
菲利浦,120,50,右投右打,184,90,1984-01-26,2012-07-31,美國,,投手,Lamigo
狄納多,118,50,左投左打,198,103,1979-09-14,2012-03-20,美國,,投手,Lamigo
洪宸宇,117,17,左投左打,175,99,1989-03-27,2012-04-26,中華民國,,投手,中信兄弟二軍
艾猛士,109,0,右投右打,190,111,1978-04-29,,委內瑞拉,,投手,Lamigo二軍
鄭承浩,112,17,左投左打,180,84,1987-05-20,2011-03-20,中華民國,Lamigo桃猿2010年第二輪,投手,Lamigo二軍
羅力,121,39,右投右打,192,99,1984-09-14,2012-08-18,美國,,投手,富邦悍將二軍
古斯塔,122,26,右投右打,188,98,1981-07-04,,多明尼加,,投手,Lamigo
賴達官,129,12,左投左打,178,92,1994-12-21,,中華民國,,投手,Lamigo
猛德拉,130,44,右投右打,187,90,1980-08-11,2013-08-30,多明尼加,,一壘手,Lamigo
史奈德,124,26,左投左打,188,102,1985-07-20,2013-03-26,美國,,投手,Lamigo
猛雷特,131,15,左投左打,183,95,1985-09-22,2014-05-14,美國,,投手,Lamigo
波拉斯,123,65,左投左打,188,86,1981-04-08,2013-03-24,美國,,投手,Lamigo
河本羅柏特,125,26,右投右打,188,100,1986-01-30,2013-04-21,日本,,投手,Lamigo
捍力士,127,73,右投右打,193,100,1986-12-12,2013-08-15,美國,,投手,Lamigo
德本,126,73,右投右打,183,90,1982-02-24,2013-05-28,美國,,投手,Lamigo
梁家榮,132,5,右投左打,180,90,1995-03-25,2013-10-15,中華民國,Lamigo桃猿2013年第一輪,三壘手,樂天桃猿
朱承洋,128,22,右投左打,175,70,1995-04-15,2013-10-15,中華民國,Lamigo桃猿2013年第二輪,投手,樂天桃猿二軍
林國裕,133,71,右投右打,180,83,1989-12-13,2014-03-26,中華民國,Lamigo桃猿2013年第六輪,投手,樂天桃猿二軍
陳禹勳,135,5,右投右打,182,90,1989-05-20,2014-03-23,中華民國,Lamigo桃猿2013年第一輪,投手,味全龍
董子浩,141,3,右投左打,183,88,1996-08-11,2017-08-13,中華民國,Lamigo桃猿2014年第三輪,三壘手,樂天桃猿
邁能,139,50,右投右打,193,104,1982-03-12,2014-08-29,美國,,投手,Lamigo
許銘傑,134,21,右投右打,182,95,1976-12-01,2014-03-28,中華民國,Lamigo桃猿2013年第二輪,投手,中信兄弟
張煒謙,140,27,右投左打,175,80,1995-11-17,2016-10-09,中華民國,Lamigo桃猿2014年第五輪,游擊手,樂天桃猿二軍
泰霸,142,48,右投右打,180,85,1983-10-17,2014-08-31,美國,,投手,Lamigo
神盾,146,23,左投左打,195,100,1983-10-13,2015-04-23,美國,,投手,富邦悍將
郭勝安,136,87,右投右打,191,92,1986-01-01,2016-03-26,中華民國,Lamigo桃猿2013年第五輪,投手,富邦悍將二軍
林樺慶,138,17,右投右打,186,85,1994-10-03,2014-09-28,中華民國,Lamigo桃猿2014年第二輪,投手,中信兄弟二軍
豪瑟,137,45,左投左打,193,93,1984-12-15,,美國,,投手,Lamigo二軍
藍斯佛,143,4,右投右打,185,90,1986-10-22,2015-03-21,美國,,投手,富邦悍將
賈希亞,145,45,左投左打,187,75,1984-10-30,2015-03-24,多明尼加,,投手,Lamigo
亞力士,144,26,右投右打,190,95,1988-02-08,2015-03-22,多明尼加,,投手,Lamigo
明星,149,5,左投左打,188,86,1981-08-18,2015-08-15,美國,,投手,Lamigo
銳爾登,148,33,右投右打,193,91,1986-05-25,2015-07-18,美國,,投手,富邦悍將
艾肯,147,36,右投右打,195,100,1985-10-01,2015-05-06,美國,,投手,Lamigo
林承飛,153,6,右投右打,180,86,1997-04-08,2015-10-07,中華民國,Lamigo桃猿2015年第二輪,游擊手,樂天桃猿
張明翔,151,49,右投左打,183,78,1996-10-04,2016-10-09,中華民國,Lamigo桃猿2015年第九輪,投手,樂天桃猿二軍
成晉,159,35,右投右打,184,90,1998-11-13,2018-06-19,中華民國,Lamigo桃猿2017年第三輪,右外野手,樂天桃猿二軍
瓦德茲,154,43,右投右打,188,90,1985-03-17,2015-08-30,多明尼加,,投手,Lamigo
葉家淇,152,26,左投左打,179,71,1997-05-23,2015-10-10,中華民國,Lamigo桃猿2015年第三輪,投手,樂天桃猿二軍
蘇俊羽,150,14,右投右打,178,65,1996-10-30,2016-07-28,中華民國,Lamigo桃猿2015年第五輪,投手,樂天桃猿二軍
廖健富,158,58,右投左打,178,88,1998-09-28,2017-09-24,中華民國,Lamigo桃猿2017年第一輪,一壘手,樂天桃猿
游宗儒,155,0,右投右打,181,68,1992-05-21,2016-06-02,中華民國,Lamigo桃猿2015年第四輪,投手,味全龍二軍
索爾,156,45,右投右打,183,115,1989-06-22,2016-03-19,澳大利亞,,投手,Lamigo
史博威,157,74,右投左右開弓,195,86,1989-09-11,2017-03-28,美國,,投手,Lamigo
麥克,163,0,右投右打,177,82,1964-08-01,1990-03-17,美國,,游擊手,俊國
涂忠男,165,0,右投右打,174,82,1959-02-20,1990-03-17,中華民國,,捕手,俊國
吳思賢,166,0,右投右打,180,86,1963-07-02,1993-03-12,中華民國,,三壘手,兄弟
張建勳,167,0,右投右打,175,71,1972-11-21,1994-03-20,中華民國,,三壘手,三商
路易士,162,52,左投左打,195,104,1982-09-02,2013-09-06,美國,,投手,義大
肯尼,170,0,右投右打,182,82,1964-11-01,1993-04-03,美國,,投手,俊國
沈俊忠,164,0,右投右打,175,84,1968-09-30,1993-03-25,中華民國,,左外野手,時報
萬昭清,160,68,右投右打,178,73,1999-01-18,2020-09-18,中華民國,Lamigo桃猿2017年第四輪,游擊手,樂天桃猿二軍
希斯,168,0,右投左打,185,85,1962-10-20,1995-04-16,美國,,左外野手,俊國
黃敬瑋,161,82,右投左打,176,78,1994-12-21,2018-04-10,中華民國,Lamigo桃猿2017年第八輪,中外野手,樂天桃猿二軍
陳威成,169,0,右投右打,178,84,1966-05-24,1993-03-12,中華民國,,左外野手,興農
王俊郎,172,0,左投左打,170,81,1959-10-30,1990-03-17,中華民國,,左外野手,興農
黃文明,178,0,右投右打,170,90,1963-01-15,1993-03-29,中華民國,,捕手,俊國
野中尊制,177,0,右投右打,183,82,1965-05-22,1993-03-12,日本,,投手,俊國
李斯特,179,0,右投右打,188,98,1959-10-10,1995-03-16,委內瑞拉,,投手,俊國
小島圭市,171,0,左投左打,182,90,1968-07-01,1999-06-15,日本,,投手,興農
張耀騰,173,0,右投右打,175,66,1965-03-28,1993-03-12,中華民國,,游擊手,時報
韓禧敏,176,0,右投右打,183,74,1962-07-19,1994-03-18,韓國,,投手,俊國
黃忠義,180,17,右投右打,174,82,1967-10-12,1993-03-12,中華民國,,二壘手,興農
湯尼,175,0,右投右打,183,86,1962-07-01,1990-03-18,美國,,投手,興農
金子勝裕,174,0,右投右打,182,80,1971-08-04,1995-03-19,日本,,左外野手,俊國
劉榮華,181,0,右投右打,175,72,1966-10-10,1993-03-29,中華民國,,投手,俊國
奧古斯都,183,0,右投右打,191,86,1963-07-03,1995-05-09,美國,,投手,興農
白昆弘,185,0,右投右打,172,72,1970-01-06,1993-03-12,中華民國,,捕手,時報
黃杉楹,182,0,左投左打,177,84,1970-08-25,1994-03-18,中華民國,俊國熊1993年第一輪,投手,興農
凱文,184,0,右投右打,187,92,1969-09-18,1993-07-10,美國,,捕手,俊國
威爾,190,0,左投左打,192,103,1965-11-23,1993-07-14,美國,,投手,兄弟
吳哲宗,189,0,右投右打,169,75,1968-02-15,1993-03-29,中華民國,,右外野手,興農
劉炳宣,194,0,右投右打,177,75,1963-12-05,1995-04-01,韓國,,捕手,俊國
廖剛池,192,0,右投右打,174,78,1965-12-25,1993-03-12,中華民國,,投手,興農
王傳家,191,28,左投左打,172,83,1971-06-26,1993-03-25,中華民國,,一壘手,米迪亞
金鐘國,188,0,右投右打,175,75,1972-09-25,1994-05-22,韓國,,投手,俊國
張天麟,186,0,右投右打,178,82,1967-12-14,1993-03-12,中華民國,,中外野手,興農
柯林頓,193,0,右投右打,188,82,1960-07-29,1995-09-03,美國,,投手,興農
邦尼,187,0,左投左打,179,93,1966-06-18,1994-07-08,美國,,左外野手,俊國
張協進,195,0,右投右打,175,72,1969-08-20,1995-03-19,中華民國,俊國熊1994年第一輪,三壘手,兄弟
成田幸洋,196,0,右投右打,184,88,1961-07-16,1993-03-13,日本,,投手,俊國
賴有亮,198,0,右投右打,181,84,1972-08-02,1993-03-14,中華民國,,投手,兄弟
羅強,199,0,右投左打,178,94,1964-06-11,1995-04-18,美國,,右外野手,興農
林朝煌,197,55,右投右打,180,83,1969-08-17,1993-03-12,中華民國,,投手,中信
魔登,200,0,左投左打,188,80,1968-08-03,1996-04-19,美國,,投手,興農
里昂,203,0,右投右打,185,73,1972-04-15,1996-03-22,多明尼加,,投手,興農
開農,204,0,右投右打,185,84,1970-10-22,1996-03-21,多明尼加,,左外野手,興農
詹姆士,205,0,右投右打,188,100,1963-04-11,1994-03-18,美國,,三壘手,俊國
來加,207,0,左投左打,193,100,1972-04-29,1996-05-05,美國,,投手,興農
張文宗,208,0,左投左打,184,84,1968-04-17,1993-03-12,中華民國,,一壘手,統一7-ELEVEn獅
朴仁球,206,0,左投左打,180,75,1970-12-30,1994-04-22,韓國,,右外野手,俊國
張家豪,201,0,左投左打,179,96,1972-10-12,1996-03-24,中華民國,,右外野手,興農
甘炳勳,202,0,左投左打,175,70,1971-05-25,1994-04-08,韓國,,投手,俊國
勇壯,209,40,右投右打,188,97,1975-05-09,1997-03-04,多明尼加,,投手,興農
帝多,213,0,右投左右開弓,178,80,1965-03-29,1997-03-04,多明尼加,,游擊手,中信
法西斯,217,0,右投右打,185,80,1970-04-24,1997-04-01,美國,,投手,興農
富蘭克林,218,0,右投右打,186,90,1968-08-05,1995-08-08,美國,,投手,俊國
楓康,210,0,右投右打,193,86,1968-11-13,1997-03-05,美國,,投手,興農
麥海奇,211,0,右投右打,187,90,1970-06-22,1999-08-05,美國,,游擊手,興農
鐵砂掌,214,0,右投右打,185,85,1966-12-19,1997-03-05,美國,,投手,興農
鐵布衫,212,0,右投右打,180,86,1962-04-28,1997-03-04,美國,,三壘手,興農
陳宗男,222,0,左投左打,172,78,1974-01-05,1998-02-28,中華民國,,左外野手,興農
神真水,219,0,右投左打,175,89,1965-03-03,1997-05-27,美國,,捕手,興農
奇威,224,0,右投左打,178,79,1968-04-22,1997-07-03,美國,,中外野手,興農
馬修,216,0,左投左打,178,80,1966-10-12,1997-03-08,美國,,投手,興農
黑金光,215,0,右投右打,175,75,1971-07-03,1997-03-04,多明尼加,,投手,興農
金炯均,221,0,右投右打,173,71,1969-05-14,1994-03-18,韓國,,投手,俊國
歐峻男,223,0,左投左打,170,78,1968-08-16,1998-03-08,中華民國,,左外野手,興農
寶時捷,220,0,右投左右開弓,185,97,1971-05-23,1997-07-09,美國,,投手,興農
風情,226,0,左投左打,183,82,1962-05-11,1998-02-28,美國,,投手,興農
凱爾,234,0,左投右打,185,95,1970-09-21,1998-07-13,美國,,投手,興農
怪力男,228,0,右投左打,193,95,1969-07-10,1998-02-28,美國,,一壘手,興農
立花義家,229,0,左投左打,180,75,1958-10-27,1993-03-12,日本,,右外野手,俊國
力拔山,227,0,右投右打,188,111,1970-09-02,1998-03-01,美國,,投手,興農
葉高立,232,0,右投右打,177,82,1976-12-15,1998-04-17,中華民國,,一壘手,興農
金砂掌,225,0,右投右打,183,86,1968-12-14,1998-02-28,美國,,投手,興農
葉泳麟,233,0,右投右打,183,76,1975-06-04,1998-05-23,中華民國,,游擊手,興農
王崇耀,237,0,右投右打,171,70,1976-07-23,1999-03-14,中華民國,,捕手,兄弟
安收多,230,0,右投右打,185,84,1968-07-10,1998-02-28,美國,,游擊手,興農
陳昭銘,231,0,右投右打,168,68,1971-01-07,1998-03-28,中華民國,,右外野手,興農
羅松永,240,52,右投右打,177,84,1974-09-19,1999-05-07,中華民國,,左外野手,興農
馬雅,235,0,右投右打,180,97,1969-04-28,1998-09-05,美國,,投手,興農
劉忠岳,238,0,右投右打,171,82,1970-08-08,1999-03-20,中華民國,,捕手,興農
高龍偉,239,13,右投右打,190,88,1976-03-22,1999-04-16,中華民國,,投手,統一7-ELEVEn獅
麥克,236,0,左投左打,185,90,1969-02-13,1999-03-20,美國,,投手,興農
羅尼,242,0,左投左打,183,91,1969-10-31,1999-06-29,波多黎各,,右外野手,興農
喬葛來,245,0,右投右打,193,95,1969-06-29,1999-08-21,美國,,投手,興農
陳宗甫,241,7,右投右打,172,79,1975-12-30,1999-05-07,中華民國,,三壘手,興農
鄭兆行,246,88,右投右打,179,82,1977-02-14,2000-03-12,中華民國,,三壘手,義大
謝光勇,247,0,右投右打,180,84,1977-10-25,2000-03-25,中華民國,,投手,興農
曾華偉,249,21,右投右打,177,75,1977-06-28,2000-03-16,中華民國,,中外野手,興農
郭耀文,248,0,左投左打,178,80,1977-11-01,2000-04-08,中華民國,,投手,興農
張家浩,250,12,右投左打,176,75,1976-10-31,2000-04-21,中華民國,興農牛2000年第一輪,二壘手,Lamigo
艾比盈,243,0,右投右打,182,95,1971-01-16,1999-08-06,美國,,投手,興農
施昭同,253,0,右投右打,177,73,1976-06-01,2000-08-28,中華民國,興農牛2000年第一輪,捕手,興農
艾巴勒,244,0,左投左打,188,109,1973-08-17,1999-08-13,美國,,投手,興農
萬建榮,255,0,右投右打,183,90,1976-10-10,2001-05-09,中華民國,興農牛2001年第一輪,投手,興農
林朝揚,252,0,右投右打,177,80,1977-02-17,2000-10-01,中華民國,,投手,興農
威森,256,0,右投右打,180,90,1972-03-30,2001-05-20,多明尼加,,投手,興農
帝猛,254,0,左投右打,180,90,1970-11-05,2001-03-09,美國,,投手,興農
高健龍,251,0,右投右打,178,85,1977-05-28,2000-07-15,中華民國,興農牛2000年第三輪,左外野手,Lamigo
前田克拓,259,0,右投右打,188,97,1971-07-23,2002-03-09,日本,,投手,興農
蔡仲南,261,18,右投右打,181,89,1979-03-07,2002-03-08,中華民國,興農牛2002年第一輪,投手,興農
羅仁成,258,0,右投右打,177,83,1975-02-21,2001-09-30,中華民國,興農牛2001年第二輪,投手,興農
摩塔,263,0,右投右打,185,88,1974-09-28,2002-07-11,多明尼加,,投手,興農
楊仁明,262,11,右投右打,184,87,1978-08-28,2002-04-20,中華民國,,投手,興農
曾揚岳,260,45,右投右打,184,87,1975-10-27,2002-03-13,中華民國,興農牛2002年第二輪,一壘手,興農
安生,264,0,右投右打,183,105,1974-03-24,2002-07-19,中華民國,興農牛2002年第一輪,一壘手,興農
郭勇志,257,29,右投右打,183,93,1977-09-24,2001-06-24,中華民國,興農牛2001年第一輪,投手,興農
余文彬,267,97,右投右打,180,78,1978-12-18,2003-03-07,中華民國,興農牛2003年第一輪,投手,義大
魔銳,265,53,右投右打,184,87,1974-08-15,2002-08-07,多明尼加,,投手,Lamigo
余進德,273,5,右投右打,174,74,1978-08-03,2004-05-13,中華民國,興農牛2003年第四輪,二壘手,Lamigo
飛勇,266,0,左投左打,195,93,1975-09-09,2003-03-08,美國,,投手,興農
好楓康,272,0,右投右打,180,90,1975-08-12,2004-04-09,多明尼加,,投手,興農
邱敏舜,268,13,右投左右開弓,171,73,1979-10-25,2003-03-08,中華民國,興農牛2003年第二輪,三壘手,興農
陽建福,269,46,右投右打,179,78,1979-04-22,2003-06-29,中華民國,興農牛2003年第一輪,投手,統一7-ELEVEn獅二軍
鐵木真,274,0,左投左打,175,80,1973-10-15,2004-05-23,美國,,投手,興農
楊進雄,270,58,右投左打,180,84,1977-09-12,2003-08-03,中華民國,興農牛2003年第二輪,右外野手,中信
金勇,275,0,右投右打,172,85,1971-09-05,2004-07-24,多明尼加,,投手,興農
樂米,279,0,右投右打,190,95,1972-12-15,2005-03-13,多明尼加,,投手,興農
張建銘,276,,左投左打,176,75,1980-07-27,2004-09-01,中華民國,興農牛2003年第二輪,右外野手,富邦悍將
泰勇,271,0,右投右打,188,95,1974-11-18,2004-02-29,多明尼加,,投手,興農
鄭達鴻,282,77,右投左打,174,85,1981-01-12,2005-04-24,中華民國,,捕手,中信兄弟
新楓康,277,0,右投右打,180,95,1966-12-10,2004-09-10,多明尼加,,投手,興農
王世驊,278,57,右投右打,172,70,1980-05-27,2004-09-10,中華民國,興農牛2003年第七輪,二壘手,興農
李國慶,281,21,右投右打,180,88,1980-10-10,2005-05-01,中華民國,興農牛2003年第一輪,投手,米迪亞
黑拔都,284,0,右投右打,185,90,1977-02-09,2005-06-03,多明尼加,,投手,興農
