name,player_unique_id,number,t_b,height,weight,born,debut,nationality,draft_order,position,team
朱宣政,3043,45,右投右打,172,85,1986-05-01,,,,三壘手,統一7-ELEVEn獅二軍
呂佳泰,3044,0,右投右打,176,82,1980-05-12,,,,中外野手,統一7-ELEVEn獅二軍
潘瑞勳,3033,57,右投右打,177,80,1982-10-14,2007-05-11,中華民國,中信鯨2005年第四輪,二壘手,中信
蔡明晋,3046,19,右投右打,179,70,1984-09-28,2008-03-18,中華民國,,投手,富邦悍將二軍
吳子建,3052,13,右投右打,172,88,1986-10-23,,,,捕手,統一7-ELEVEn獅二軍
蔡明宏,3045,77,左投左打,178,60,1986-10-23,,,,投手,Lamigo二軍
葉竹軒,3048,45,右投右打,172,84,1987-03-29,2011-03-25,中華民國,La new熊2009年第六輪,二壘手,富邦悍將二軍
朱翊華,3051,48,右投右打,172,85,1986-10-26,,,,投手,統一7-ELEVEn獅二軍
蔡岳奇,3050,48,右投右打,172,70,1987-05-01,,,,投手,統一7-ELEVEn獅二軍
何杉駿,3047,25,右投右打,168,91,1987-02-28,,中華民國,La new熊2009年第八輪,捕手,Lamigo二軍
簡旭溫,3049,44,右投右打,182,75,1986-10-11,,,,投手,統一7-ELEVEn獅二軍
鄭景竣,3066,40,右投左右開弓,175,85,1984-08-30,,,,投手,Lamigo二軍
顏政財,3065,22,右投右打,180,92,1982-10-14,2010-03-28,中華民國,統一7-ELEVEn獅2008年第七輪,投手,兄弟
尤清韋,3054,41,右投右打,185,94,1983-12-29,2008-04-11,中華民國,統一獅2006年第二輪,投手,兄弟
陳子生,3062,14,右投右打,182,84,1985-10-22,2010-03-21,中華民國,,投手,Lamigo
簡富智,3056,53,右投右打,172,78,1986-04-23,2010-03-20,中華民國,兄弟象2008年第八輪,右外野手,中信兄弟
蔡昇翰,3055,0,右投右打,173,73,1987-04-02,,中華民國,,捕手,兄弟二軍
林冠仲,3053,51,左投左打,171,80,1984-01-27,2008-03-18,中華民國,中信鯨2006年第六輪,中外野手,中信
黃楷傑,3068,25,右投右打,173,65,1984-04-28,,,,二壘手,統一7-ELEVEn獅二軍
林達偉,3070,1,右投右打,171,84,1985-12-14,,中華民國,,右外野手,Lamigo二軍
汪竣泰,3071,2,右投右打,177,90,1986-07-25,2008-09-08,中華民國,兄弟象2007年第三輪,捕手,兄弟
羅少鈞,3069,61,右投右打,183,90,1983-05-17,2010-04-03,中華民國,,一壘手,Lamigo
孫銳銓,3064,29,右投右打,175,78,1987-08-13,,,,游擊手,統一7-ELEVEn獅二軍
李明聰,3067,0,右投右打,174,75,1985-01-28,,中華民國,,二壘手,統一7-ELEVEn獅二軍
王韋仁,3074,13,右投右打,183,86,1987-06-16,2012-06-10,中華民國,Lamigo桃猿2010年第四輪,投手,Lamigo
朱翊維,3073,48,右投右打,170,85,1986-10-26,,,,捕手,統一7-ELEVEn獅二軍
許峰賓,3075,43,右投右打,173,75,1985-10-25,,中華民國,統一獅2004年第三輪,投手,Lamigo二軍
吳鴻毅,3076,42,右投右打,172,70,1985-11-13,,,,二壘手,統一7-ELEVEn獅二軍
嚴家業,3080,48,右投右打,177,80,1984-12-10,,,,投手,統一7-ELEVEn獅二軍
吳弘傑,3079,38,右投右打,187,100,1985-09-12,,中華民國,,一壘手,中信二軍
官大元,3078,18,右投右打,175,73,1983-09-09,2011-03-20,中華民國,兄弟象2010年第四輪,投手,中信兄弟二軍
陳皓然,3072,57,右投右打,179,86,1986-05-09,2012-05-05,中華民國,兄弟象2011年第三輪,右外野手,中信兄弟二軍
黃光永,3077,33,右投右打,170,75,1983-10-20,2009-03-29,中華民國,,捕手,義大二軍
謝松武,3083,0,右投右打,171,68,1986-03-13,,中華民國,,二壘手,統一7-ELEVEn獅二軍
蕭清龍,3084,9,右投右打,173,76,1984-10-02,,中華民國,統一7-ELEVEn獅2007年第六輪,投手,統一7-ELEVEn獅二軍
陳南屏,3081,20,右投右打,177,78,1985-03-03,,,,二壘手,統一7-ELEVEn獅二軍
增鈺傑,3085,65,右投右打,177,80,1986-08-31,,中華民國,統一7-ELEVEn獅2009年第七輪,一壘手,統一7-ELEVEn獅二軍
許榮全,3082,0,右投左打,176,77,1985-10-21,,中華民國,,中外野手,統一7-ELEVEn獅二軍
陳偉建,3086,47,左投左打,183,80,1985-12-31,2011-08-06,中華民國,兄弟象2009年第三輪,投手,中信兄弟
買嘉瑞,3090,25,右投右打,178,77,1987-02-25,2008-03-21,中華民國,兄弟象2007年第一輪,投手,兄弟
李新邦,3087,0,右投右打,181,80,1983-12-15,,,,投手,Lamigo二軍
曾嘉敏,3092,18,右投右打,190,76,1983-05-07,2008-03-20,中華民國,兄弟象2006年第二輪,投手,兄弟
陳彥銘,3093,15,右投右打,181,75,1980-05-26,2007-03-22,中華民國,興農牛2006年第一輪,投手,興農
高敏靜,3089,46,右投右打,173,87,1984-12-07,2008-03-23,中華民國,中信鯨2006年第二輪,投手,中信
程重叡,3088,12,右投左打,180,100,1982-09-26,,中華民國,,一壘手,Lamigo二軍
利弘揚,3098,88,右投右打,174,90,1984-02-26,,中華民國,統一7-ELEVEn獅2007年第三輪,投手,統一7-ELEVEn獅二軍
潘忠孝,3096,14,左投左打,174,75,1983-07-17,2008-03-21,中華民國,誠泰COBRAS2006年第六輪,投手,米迪亞
林瑋恩,3115,54,右投右打,177,72,1988-03-22,2012-04-01,中華民國,興農牛2010年第九輪,游擊手,味全龍二軍
郭修延,3145,24,右投右打,175,75,1986-06-09,2013-05-30,中華民國,Lamigo桃猿2012年第四輪,二壘手,Lamigo
陳瑞慕,3138,8,右投右打,180,84,1986-02-12,,中華民國,興農牛2008年第六輪,捕手,興農二軍
林益全,3144,99,右投左打,183,83,1985-11-11,2009-03-29,中華民國,興農牛2007年第一輪,一壘手,統一7-ELEVEn獅
許人介,3121,32,右投右打,171,80,1980-09-24,2007-03-18,中華民國,中信鯨2006年第三輪,中外野手,中信
賴俊男,3134,41,左投左打,182,82,1985-07-20,2008-03-18,中華民國,誠泰COBRAS2006年第二輪,投手,米迪亞
黃榮義,3099,39,右投右打,185,95,1982-05-02,2008-03-26,中華民國,兄弟象2006年第三輪,投手,兄弟
林豐裕,3133,81,左投左打,176,80,1986-06-09,,中華民國,兄弟象2009年第十七輪,投手,兄弟二軍
朱偉銘,3161,52,右投右打,182,75,1985-09-25,2010-03-20,中華民國,兄弟象2008年第五輪,游擊手,中信兄弟
尤信男,3155,85,右投右打,170,71,1987-03-17,,中華民國,兄弟象2009年第十八輪,左外野手,兄弟二軍
黃宏任,3159,40,右投右打,183,94,1983-08-12,2008-03-18,中華民國,中信鯨2006年第三輪,投手,Lamigo
施銘傳,3160,0,左投左打,178,95,1985-08-26,,中華民國,,投手,Lamigo二軍
康哲瑋,3163,34,右投右打,170,72,1983-09-27,2008-03-18,中華民國,中信鯨2006年第四輪,游擊手,中信
朱世宏,3162,42,右投右打,180,86,1983-12-10,,中華民國,La new熊2008年第七輪,投手,Lamigo二軍
吳志峰,3165,0,右投右打,182,72,1981-06-02,,中華民國,,中外野手,統一7-ELEVEn獅二軍
林育鴻,3171,12,右投右打,170,70,1988-05-26,2012-03-18,中華民國,兄弟象2011年第六輪,捕手,兄弟
王俊閔,3173,8,右投右打,173,83,1988-01-18,,中華民國,,右外野手,統一7-ELEVEn獅二軍
王湘嵐,3170,30,左投左打,173,78,1987-08-31,2011-06-05,中華民國,La new熊2009年第十一輪,右外野手,Lamigo
楊展旭,3166,9,右投右打,183,90,1985-06-12,2011-04-22,中華民國,兄弟象2009年第九輪,一壘手,中信兄弟
郭永維,3174,7,右投右打,175,75,1988-04-13,2011-03-20,中華民國,La new熊2009年第五輪,游擊手,台鋼雄鷹
唐安,3169,48,右投右打,182,80,1984-10-01,,中華民國,兄弟象2006年第六輪,投手,兄弟
黃義山,3177,96,右投右打,174,76,1986-11-12,,中華民國,兄弟象2009年第十五輪,二壘手,兄弟二軍
陳釩碩,3176,89,右投右打,177,86,1988-02-12,,中華民國,兄弟象2009年第四輪,投手,兄弟二軍
羅政龍,3181,32,左投左打,182,88,1987-03-07,2011-03-19,中華民國,,投手,義大
王昱博,3178,57,右投右打,177,80,1984-09-24,,中華民國,兄弟象2007年第五輪,投手,兄弟二軍
許銘倢,3167,92,右投右打,184,88,1985-04-10,2009-05-15,中華民國,La new熊2007年第一輪,投手,Lamigo
郭文凱,3175,34,右投右打,179,82,1988-01-03,2013-03-24,中華民國,Lamigo桃猿2012年第九輪,投手,Lamigo
郭仲倫,3179,0,右投右打,181,72,1988-09-12,,中華民國,,投手,兄弟二軍
張志豪,3183,7,右投左打,180,87,1987-05-15,2010-03-20,中華民國,兄弟象2009年第二輪,中外野手,中信兄弟
藍少文,3190,67,右投左打,174,81,1988-06-07,2011-05-31,中華民國,統一7-ELEVEn獅2009年第六輪,三壘手,統一7-ELEVEn獅
方克偉,3192,8,右投右打,176,96,1988-05-10,2010-03-21,中華民國,兄弟象2009年第十輪,捕手,富邦悍將二軍
陳志銘,3188,0,左投左打,176,74,1987-05-15,,中華民國,,投手,Lamigo二軍
王偉仲,3186,95,右投右打,182,80,1987-06-25,,中華民國,兄弟象2009年第七輪,中外野手,兄弟二軍
張佳瑋,3182,0,右投右打,174,83,1988-02-02,,中華民國,,游擊手,兄弟二軍
郭俊佑,3201,20,右投右打,177,90,1984-04-20,2008-07-31,中華民國,統一獅2006年第一輪,左外野手,統一7-ELEVEn獅
林錦章,3199,28,右投右打,178,80,1982-12-17,2008-03-18,中華民國,中信鯨2006年第五輪,左外野手,中信
鄭友宗,3202,49,右投右打,178,82,1983-12-15,,中華民國,統一獅2006年第五輪,三壘手,統一7-ELEVEn獅二軍
紀榮家,3204,10,右投右打,180,78,1985-03-26,2012-05-10,中華民國,興農牛2011年第五輪,三壘手,義大
高鵬翔,3184,0,右投左打,175,75,1987-03-24,,中華民國,,捕手,兄弟二軍
許秦瑋,3198,35,左投左打,173,89,1983-08-31,,中華民國,米迪亞暴龍2007年第九輪,一壘手,中信二軍
李義偉,3197,2,右投右打,173,90,1983-08-18,2008-03-27,中華民國,中信鯨2006年第一輪,捕手,興農
李冠緯,3200,31,右投右打,173,75,1983-10-31,2008-04-04,中華民國,米迪亞暴龍2007年第五輪,捕手,米迪亞
蔡奕亘,3203,99,右投右打,179,79,1987-11-26,,中華民國,,投手,Lamigo二軍
陳銪顯,3206,21,左投左打,182,89,1984-02-06,,中華民國,La new熊2006年第四輪,左外野手,Lamigo
沈福仁,3207,30,右投右打,184,73,1984-02-06,2008-03-20,中華民國,興農牛2006年第一輪,一壘手,義大
李振男,3210,16,右投右打,177,85,1984-08-27,2008-03-20,中華民國,兄弟象2006年第五輪,中外野手,兄弟
陳宗宏,3214,2,右投左打,177,83,1983-12-19,2008-03-21,中華民國,誠泰COBRAS2006年第四輪,捕手,米迪亞
林其緯,3208,51,右投左打,176,70,1984-04-07,2008-03-20,中華民國,興農牛2006年第三輪,投手,統一7-ELEVEn獅二軍
陳聯豐,3212,58,右投右打,177,82,1985-05-27,,中華民國,兄弟象2011年第七輪,一壘手,兄弟
王勝偉,3211,3,右投右打,180,73,1984-04-01,2008-03-19,中華民國,兄弟象2006年第一輪,游擊手,富邦悍將二軍
李建苳,3216,48,右投右打,183,90,1984-10-25,,中華民國,統一獅2006年第四輪,投手,統一7-ELEVEn獅二軍
吳家輝,3213,6,右投右打,180,80,1983-10-23,2008-03-19,中華民國,誠泰COBRAS2006年第三輪,中外野手,米迪亞
呂祐華,3215,9,右投右打,175,84,1982-10-27,2008-03-19,中華民國,誠泰COBRAS2006年第五輪,左外野手,米迪亞
吳博正,3217,29,右投右打,185,70,1988-08-11,,中華民國,,二壘手,統一7-ELEVEn獅二軍
吳廷峻,3218,82,右投右打,166,60,1987-02-09,,中華民國,,三壘手,統一7-ELEVEn獅二軍
吳國豪,3219,0,右投右打,179,70,1988-06-30,,中華民國,統一7-ELEVEn獅2014年第四輪,二壘手,統一7-ELEVEn獅二軍
陳智燿,3223,37,左投左打,182,92,1989-01-13,,中華民國,統一7-ELEVEn獅2010年第九輪,投手,統一7-ELEVEn獅二軍
蘇袁億,3222,61,右投左右開弓,176,74,1985-07-29,2013-06-09,中華民國,La new熊2007年第二輪,三壘手,中信兄弟
陳凱文,3226,73,右投右打,172,75,1985-01-21,,中華民國,,左外野手,中信二軍
吳宗峻,3225,62,左投左打,170,95,1984-12-31,2010-03-21,中華民國,興農牛2008年第四輪,左外野手,味全龍二軍
蔡璟豪,3228,50,右投右打,185,92,1987-06-01,2011-03-20,中華民國,統一7-ELEVEn獅2009年第一輪,投手,Lamigo
黃崇原,3220,0,右投右打,175,74,1988-07-11,,中華民國,,游擊手,統一7-ELEVEn獅二軍
林庭逸,3221,68,右投左打,176,76,1985-10-19,,中華民國,,右外野手,中信二軍
王政傑,3224,38,右投右打,172,71,1987-03-28,,中華民國,,一壘手,兄弟二軍
胡偉民,3230,29,右投右打,180,80,1985-03-01,,中華民國,,捕手,統一7-ELEVEn獅二軍
鄧堯中,3233,86,右投右打,178,73,1987-11-12,,中華民國,兄弟象2010年第十一輪,中外野手,兄弟二軍
林宇祥,3236,96,右投右打,179,82,1988-02-23,,中華民國,兄弟象2010年第八輪,投手,兄弟二軍
李家駒,3232,57,右投右打,180,85,1988-02-01,2012-04-10,中華民國,興農牛2010年第六輪,左外野手,義大
楊琳恩,3231,82,右投右打,172,70,1978-02-04,,中華民國,,一壘手,統一7-ELEVEn獅二軍
徐培元,3229,42,右投右打,178,75,1987-06-07,,中華民國,,中外野手,統一7-ELEVEn獅二軍
陳柏丞,3237,77,右投右打,170,78,1987-07-08,2010-05-08,中華民國,興農牛2008年第五輪,二壘手,義大
高瑞祥,3234,0,右投右打,185,90,1985-02-04,,中華民國,,投手,興農二軍
江信德,3250,0,右投右打,183,90,1989-03-01,,中華民國,兄弟象2013年第六輪,投手,興農二軍
劉家名,3238,0,右投右打,176,72,1987-05-26,,中華民國,,右外野手,統一7-ELEVEn獅二軍
李家航,3248,76,左投左打,169,60,1987-07-31,,中華民國,La new熊2009年第七輪,投手,Lamigo二軍
王英山,3249,34,右投右打,188,82,1989-09-19,2013-04-02,中華民國,兄弟象2012年第三輪,投手,中信兄弟
方玄宗,3254,25,右投右打,176,74,1988-12-26,2014-04-11,中華民國,義大犀牛2013年第六輪,三壘手,富邦悍將
吳建緯,3252,0,左投左打,180,85,1988-11-11,,中華民國,,投手,兄弟二軍
鍾昆龍,3240,41,右投右打,175,92,1985-12-15,,中華民國,,三壘手,統一7-ELEVEn獅二軍
藍少白,3239,6,右投左打,170,75,1986-03-23,2010-04-03,中華民國,興農牛2008年第三輪,二壘手,富邦悍將
陳秉村,3242,85,右投左打,180,82,1988-10-10,,中華民國,Lamigo桃猿2012年第五輪,一壘手,Lamigo
陳偉漢,3255,13,右投右打,178,82,1989-08-29,2014-08-28,中華民國,中信兄弟2014年第九輪,二壘手,中信兄弟二軍
潘清龍,3253,0,右投右打,170,93,1988-10-16,,中華民國,,捕手,兄弟二軍
王志豪,3257,0,右投右打,180,87,1989-01-02,,中華民國,,一壘手,兄弟二軍
楊承駿,3256,35,右投右打,178,83,1988-11-04,2015-04-02,中華民國,義大犀牛2014年第十輪,三壘手,富邦悍將
朱瑞宗,3266,87,右投右打,177,72,1989-02-12,,中華民國,兄弟象2008年第七輪,投手,兄弟二軍
李濠任,3263,42,右投右打,183,84,1986-08-26,2009-03-28,中華民國,兄弟象2007年第二輪,投手,兄弟
何家榮,3265,35,右投右打,173,93,1988-11-18,,中華民國,統一7-ELEVEn獅2009年第四輪,投手,統一7-ELEVEn獅二軍
林王啟瑋,3262,49,右投右打,181,90,1989-07-29,2014-08-14,中華民國,中信兄弟2014年第六輪,左外野手,中信兄弟
張鎧巖,3260,93,右投右打,187,85,1989-05-27,,中華民國,興農牛2009年第十輪,左外野手,興農二軍
施守雄,3261,0,右投左打,178,70,1989-02-17,,中華民國,,投手,興農二軍
方南堯,3259,23,右投左打,172,76,1987-01-12,,中華民國,統一7-ELEVEn獅2010年第七輪,中外野手,統一7-ELEVEn獅二軍
謝長融,3264,91,左投左打,177,70,1987-11-27,2013-03-24,中華民國,Lamigo桃猿2012年第三輪,投手,Lamigo
卓志名,3280,42,右投右打,176,72,1987-02-01,,中華民國,興農牛2009年第四輪,投手,興農二軍
朱元勤,3275,61,右投左打,179,82,1986-07-17,2011-03-20,中華民國,統一7-ELEVEn獅2009年第三輪,右外野手,統一7-ELEVEn獅
唐肇廷,3284,6,右投左打,180,85,1987-10-12,2013-03-23,中華民國,統一7-ELEVEn獅2012年第二輪,中外野手,統一7-ELEVEn獅二軍
周廣勝,3273,9,右投右打,170,75,1984-12-13,2010-03-30,中華民國,統一7-ELEVEn獅2008年第五輪,二壘手,統一7-ELEVEn獅二軍
林正雄,3271,29,右投右打,166,83,1983-02-07,,中華民國,,捕手,統一7-ELEVEn獅二軍
林偉,3277,27,右投右打,174,90,1986-05-19,2010-06-10,中華民國,統一7-ELEVEn獅2008年第四輪,捕手,統一7-ELEVEn獅
買嘉儀,3278,50,右投右打,181,83,1986-01-17,2011-06-26,中華民國,統一7-ELEVEn獅2008年第三輪,一壘手,統一7-ELEVEn獅
郭湳德,3274,86,右投右打,183,86,1984-11-11,,中華民國,興農牛2008年第八輪,左外野手,興農二軍
黃恩賜,3287,7,右投右打,178,85,1988-02-12,2012-03-17,中華民國,統一7-ELEVEn獅2010年第五輪,游擊手,統一7-ELEVEn獅二軍
李金龍,3290,56,右投右打,181,80,1988-02-04,2012-03-25,中華民國,興農牛2010年第十一輪,投手,義大
許躍騰,3289,77,右投右打,178,85,1988-06-21,2012-09-25,中華民國,Lamigo桃猿2010年第五輪,捕手,Lamigo
黃智培,3288,16,右投右打,183,100,1987-11-16,2012-03-18,中華民國,興農牛2010年第一輪,三壘手,富邦悍將
詹景喬,3286,52,左投左打,179,84,1988-10-08,,中華民國,,一壘手,中信二軍
楊先賢,3293,67,右投右打,170,70,1987-08-09,,中華民國,興農牛2009年第五輪,游擊手,興農二軍
吳政憲,3299,21,右投右打,176,76,1984-11-15,2009-08-01,中華民國,興農牛2007年第四輪,投手,義大
林克謙,3294,21,右投右打,174,84,1986-05-05,2009-04-03,中華民國,興農牛2008年第一輪,投手,富邦悍將
蔡森夫,3295,25,右投右打,190,100,1987-08-27,2013-03-24,中華民國,義大犀牛2012年第六輪,一壘手,義大
陳俊霖,3291,90,右投右打,181,70,1988-01-01,,中華民國,兄弟象2009年第八輪,投手,兄弟二軍
羅博宇,3296,70,右投右打,178,72,1988-11-19,,中華民國,,三壘手,興農二軍
賴鴻誠,3292,48,左投左打,180,77,1988-04-26,2012-03-20,中華民國,興農牛2010年第二輪,投手,台鋼雄鷹二軍
陳敏賜,3297,30,右投右打,191,96,1989-12-06,2015-10-11,中華民國,Lamigo桃猿2015年第八輪,一壘手,Lamigo二軍
李友勝,3301,0,右投右打,178,95,1988-12-21,,中華民國,,投手,興農二軍
林威呈,3311,0,右投右打,180,80,1988-08-04,,中華民國,,投手,興農二軍
宇招任,3307,5,右投右打,175,78,1984-03-24,2010-03-26,中華民國,兄弟象2009年第十二輪,三壘手,兄弟
李政翰,3304,0,右投右打,175,85,1985-11-13,,中華民國,,二壘手,Lamigo二軍
賴泊凱,3306,47,右投右打,180,73,1989-06-23,2014-08-17,中華民國,統一7-ELEVEn獅2013年第五輪,投手,統一7-ELEVEn獅二軍
黃佳明,3308,1,右投右打,175,99,1987-07-23,2010-03-21,中華民國,兄弟象2009年第五輪,投手,兄弟
鍾承祐,3305,57,右投右打,180,84,1985-01-31,2008-04-24,中華民國,,右外野手,Lamigo
鄭展誠,3315,33,右投右打,178,70,1989-01-22,,中華民國,統一7-ELEVEn獅2010年第十輪,游擊手,統一7-ELEVEn獅二軍
吳晉嘉,3313,0,右投右打,176,103,1989-03-30,,中華民國,,一壘手,兄弟二軍
謝明翰,3309,0,右投右打,178,78,1989-02-20,,中華民國,,右外野手,興農二軍
葉謦瑋,3314,57,右投右打,177,80,1989-02-22,,中華民國,,三壘手,中信二軍
郭明偉,3312,30,右投右打,175,80,1984-12-02,,中華民國,,二壘手,統一7-ELEVEn獅二軍
盧昱凱,3318,82,右投右打,171,60,1986-10-26,,中華民國,,游擊手,統一7-ELEVEn獅二軍
周昱志,3316,0,左投左打,183,80,1989-08-27,,中華民國,,投手,統一7-ELEVEn獅二軍
王志昌,3319,32,右投右打,177,80,1983-02-01,,中華民國,,投手,統一7-ELEVEn獅二軍
何寬揚,3326,44,右投右打,178,80,1988-03-31,2013-03-23,中華民國,統一7-ELEVEn獅2012年第五輪,投手,統一7-ELEVEn獅
戴于盛,3324,42,左投左打,179,90,1988-03-19,,中華民國,,投手,統一7-ELEVEn獅二軍
郭堯龍,3321,21,右投右打,172,81,1988-06-14,,中華民國,,三壘手,統一7-ELEVEn獅二軍
李冠年,3320,0,右投右打,170,68,1988-01-16,,中華民國,,二壘手,統一7-ELEVEn獅二軍
杜豐亦,3322,0,右投右打,170,73,1988-10-17,,中華民國,,右外野手,兄弟二軍
余浩庭,3323,65,右投右打,177,74,1988-10-17,,中華民國,,游擊手,中信二軍
江秉峯,3325,40,右投右打,180,96,1985-09-27,,中華民國,,投手,興農二軍
羅嘉仁,3328,19,右投右打,181,89,1986-04-07,2014-08-07,中華民國,義大犀牛2014年第一輪,投手,味全龍二軍
孫健傑,3327,0,右投右打,0,0,,,中華民國,,投手,統一7-ELEVEn獅二軍
姜建銘,3329,28,右投右打,176,72,1985-05-27,2009-04-02,中華民國,興農牛2008年第九輪,一壘手,興農
李居冠,3333,58,右投右打,188,108,1987-10-19,2011-04-12,中華民國,La new熊2009年第一輪,投手,中信兄弟
李振昌,3331,34,右投右打,180,87,1986-10-21,2018-07-25,中華民國,中信兄弟2018年第一輪,投手,中信兄弟
林柏佑,3332,94,右投右打,183,91,1986-09-16,2013-04-17,中華民國,Lamigo桃猿2012年第二輪,投手,富邦悍將二軍
張誌家,3330,99,右投右打,179,80,1980-05-06,2008-05-04,中華民國,,投手,Lamigo
林琨笙,3336,20,右投右打,178,87,1987-03-08,2011-03-19,中華民國,興農牛2010年第四輪,捕手,富邦悍將二軍
蔣智賢,3337,11,右投左打,183,95,1988-02-21,2015-07-31,中華民國,中信兄弟2015年第一輪,三壘手,富邦悍將二軍
邱子愷,3341,39,左投左打,183,100,1987-09-14,2013-03-23,中華民國,統一7-ELEVEn獅2012年第三輪,投手,統一7-ELEVEn獅二軍
鄭凱文,3334,19,右投右打,176,86,1988-07-26,2014-03-25,中華民國,兄弟象2013年第一輪,投手,中信兄弟
黃志龍,3335,23,右投右打,176,90,1989-02-22,2012-03-21,中華民國,統一7-ELEVEn獅2011年第一輪,投手,統一7-ELEVEn獅
唐嘉駿,3340,62,左投左打,178,75,1984-12-21,,中華民國,中信鯨2007年第一輪,投手,中信二軍
郭嚴文,3343,6,右投左打,180,85,1988-10-25,2011-04-02,中華民國,Lamigo桃猿2010年第一輪,二壘手,味全龍二軍
林哲瑄,3339,1,右投右打,180,90,1988-09-21,2015-08-14,中華民國,義大犀牛2015年第一輪,中外野手,富邦悍將二軍
高國輝,3338,28,右投右打,189,103,1985-09-26,2013-03-24,中華民國,義大犀牛2012年第二輪,左外野手,富邦悍將二軍
林智平,3345,79,右投右打,178,77,1985-03-23,2009-03-29,中華民國,La new熊2007年第四輪,三壘手,樂天桃猿
林志賢,3346,34,右投右打,180,88,1984-12-26,,中華民國,La new熊2007年第六輪,左外野手,Lamigo二軍
李晉銘,3344,25,右投右打,176,90,1984-01-03,,中華民國,La new熊2007年第五輪,捕手,Lamigo
沈彥丞,3347,48,右投右打,180,80,1985-08-05,,中華民國,,二壘手,Lamigo二軍
林煜清,3352,10,右投左打,180,87,1988-12-29,2012-03-17,中華民國,兄弟象2011年第一輪,投手,統一7-ELEVEn獅二軍
王勝榮,3349,61,右投右打,177,80,1982-03-17,,中華民國,統一7-ELEVEn獅2007年第五輪,投手,統一7-ELEVEn獅
劉育辰,3350,92,右投右打,176,76,1985-02-03,2009-03-29,中華民國,統一7-ELEVEn獅2007年第四輪,三壘手,統一7-ELEVEn獅二軍
李金木,3351,31,右投右打,184,96,1985-05-02,2009-05-27,中華民國,中信鯨2007年第五輪,投手,統一7-ELEVEn獅
葉彥男,3354,35,右投右打,176,85,1984-12-05,,中華民國,中信鯨2007年第七輪,捕手,中信二軍
郭健瑜,3348,10,右投右打,175,72,1984-09-24,2009-03-29,中華民國,統一7-ELEVEn獅2007年第二輪,左外野手,中信兄弟
吳昇峰,3353,0,右投右打,184,84,1987-07-28,,中華民國,,投手,兄弟二軍
李育儒,3356,7,右投左打,172,66,1989-02-08,2012-04-21,中華民國,統一7-ELEVEn獅2010年第八輪,游擊手,統一7-ELEVEn獅
廖英傑,3357,30,右投右打,178,82,1984-09-17,,中華民國,興農牛2007年第二輪,左外野手,興農二軍
謝明宗,3358,24,右投右打,175,82,1983-09-20,2009-05-07,中華民國,興農牛2007年第六輪,三壘手,興農
劉裕安,3360,27,右投左打,180,87,1985-03-17,2009-03-28,中華民國,兄弟象2007年第四輪,左外野手,兄弟
張政憲,3359,57,右投右打,179,80,1984-12-07,2010-05-06,中華民國,興農牛2007年第五輪,捕手,興農
郭峰駿,3355,35,右投右打,173,86,1988-11-05,,中華民國,,捕手,中信兄弟
施啟仁,3370,0,右投左打,172,63,1989-06-03,,中華民國,,三壘手,統一7-ELEVEn獅二軍
陳韋閔,3362,4,右投左打,168,60,1985-07-22,,中華民國,兄弟象2007年第七輪,游擊手,兄弟二軍
林金明,3368,0,左投左打,166,80,1989-06-09,,中華民國,,左外野手,統一7-ELEVEn獅二軍
古志忠,3363,68,右投右打,176,82,1982-01-29,,中華民國,,二壘手,中信二軍
楊柏安,3371,0,右投右打,178,81,1988-11-03,,中華民國,,一壘手,統一7-ELEVEn獅二軍
豐智凱,3369,0,左投左打,180,73,1987-01-08,,中華民國,,左外野手,統一7-ELEVEn獅二軍
王建勛,3365,27,左投左打,182,88,1985-05-06,2009-05-08,中華民國,興農牛2008年第六輪,投手,中信兄弟
楊宗範,3361,6,右投左打,183,80,1984-11-12,2009-03-29,中華民國,兄弟象2007年第六輪,右外野手,兄弟
洪偉翔,3377,0,右投右打,192,75,1989-01-20,,中華民國,,右外野手,興農二軍
張惟喬,3372,0,左投左打,185,79,1989-09-09,,中華民國,,右外野手,統一7-ELEVEn獅二軍
余書農,3378,75,左投左打,181,92,1983-06-24,,中華民國,兄弟象2012年第七輪,投手,中信兄弟
詹宗晏,3376,74,右投右打,173,85,1987-06-12,,中華民國,,中外野手,兄弟二軍
王泓凱,3375,90,右投右打,171,73,1983-11-25,,中華民國,,二壘手,兄弟二軍
林威廷,3379,64,右投右打,177,83,1989-08-16,2014-03-22,中華民國,義大犀牛2015年第七輪,二壘手,味全龍二軍
黃偉倫,3373,0,右投右打,175,68,1986-11-14,,中華民國,,二壘手,統一7-ELEVEn獅二軍
李嘉榮,3374,0,右投右打,176,72,1988-11-03,,中華民國,,左外野手,統一7-ELEVEn獅二軍
林國統,3382,81,右投右打,181,86,1987-03-02,,中華民國,,投手,兄弟二軍
吳佶,3381,88,右投右打,176,77,1987-03-25,,中華民國,,二壘手,兄弟二軍
顏嘉威,3386,70,右投右打,175,81,1989-05-12,,中華民國,兄弟象2010年第六輪,投手,興農二軍
黃柏揚,3387,79,右投左打,172,75,1989-07-19,2014-05-10,中華民國,義大犀牛2013年第七輪,捕手,富邦悍將二軍
黃明輝,3384,0,右投右打,173,70,1986-11-30,,中華民國,,捕手,兄弟二軍
蘇瑋傑,3385,87,右投右打,176,73,1987-11-11,,中華民國,,投手,兄弟二軍
鄭繼剛,3391,79,右投右打,182,85,1984-10-14,,中華民國,,投手,兄弟二軍
