game_status,game_date,home_team,away_team,home_score,away_score,game_id,HP,first_base,second_base,third_base,game_time,audience
1,20100901,兄弟二軍,Lamigo二軍,8,6,201004111,楊崇煇,林國盟,邱景彥,吳家維,179,0
1,20100902,兄弟二軍,Lamigo二軍,9,5,201004112,吳家維,楊崇煇,林國盟,邱景彥,189,0
1,20100903,統一7-ELEVEn獅二軍,興農二軍,5,4,201004113,邱景彥,吳家維,楊崇煇,何政杰,189,0
1,20100904,統一7-ELEVEn獅二軍,興農二軍,5,4,201004114,楊崇煇,何政杰,吳家維,邱景彥,175,0
1,20100905,統一7-ELEVEn獅二軍,兄弟二軍,4,2,201004115,吳家維,邱景彥,何政杰,楊崇煇,152,0
1,20100908,兄弟二軍,興農二軍,5,10,201004116,黃子亦,楊崇煇,吳家維,邱景彥,190,0
1,20100909,兄弟二軍,興農二軍,0,5,201004117,邱景彥,黃子亦,尤志欽,林國盟,138,0
1,20101002,Lamigo二軍,統一7-ELEVEn獅二軍,5,12,201004118,吳家維,尤志欽,黃子亦,楊崇煇,173,0
1,20100911,Lamigo二軍,統一7-ELEVEn獅二軍,9,0,201004119,黃子亦,尤志欽,林國盟,邱景彥,164,0
1,20100912,兄弟二軍,Lamigo二軍,6,5,201004120,邱景彥,林國盟,黃子亦,尤志欽,171,0
1,20100922,興農二軍,統一7-ELEVEn獅二軍,5,1,201006001,尤志欽,楊崇煇,吳家維,黃子亦,187,0
1,20100923,興農二軍,統一7-ELEVEn獅二軍,6,0,201006002,黃子亦,吳家維,楊崇煇,邱景彥,152,0
1,20100925,統一7-ELEVEn獅二軍,興農二軍,9,1,201006003,楊崇煇,邱景彥,何政杰,吳家維,168,0
1,20100926,統一7-ELEVEn獅二軍,興農二軍,3,7,201006004,吳家維,楊崇煇,邱景彥,何政杰,205,0
1,20100927,統一7-ELEVEn獅二軍,興農二軍,4,3,201006005,尤志欽,黃子亦,吳家維,邱景彥,190,0
1,20100929,興農二軍,統一7-ELEVEn獅二軍,1,4,201006006,黃子亦,尤志欽,楊崇煇,邱景彥,163,0
1,20100930,興農二軍,統一7-ELEVEn獅二軍,2,10,201006007,楊崇煇,黃子亦,尤志欽,何政杰,178,0
1,20100304,Lamigo,興農,4,2,201007001,林金達,蘇建文,王俊宏,黃子亦,170,537
1,20100304,統一7-ELEVEn獅,兄弟,10,2,201007002,張展榮,江春緯,紀華文,吳家維,176,1165
1,20100305,Lamigo,兄弟,5,2,201007003,蘇建文,王俊宏,林金達,尤志欽,174,596
1,20100305,統一7-ELEVEn獅,興農,0,5,201007004,紀華文,張展榮,江春緯,楊崇煇,163,1006
1,20100306,兄弟,興農,0,3,201007005,王俊宏,林金達,蘇建文,黃子亦,164,1016
1,20100306,Lamigo,統一7-ELEVEn獅,1,4,201007006,江春緯,紀華文,張展榮,吳家維,170,1203
1,20100308,兄弟,Lamigo,5,4,201007007,林金達,王俊宏,黃子亦,尤志欽,170,541
1,20100308,興農,統一7-ELEVEn獅,2,0,201007008,張展榮,江春緯,楊崇煇,吳家維,130,570
1,20100309,兄弟,統一7-ELEVEn獅,2,3,201007009,蘇建文,林金達,尤志欽,黃子亦,177,502
1,20100309,興農,Lamigo,2,9,201007010,紀華文,張展榮,吳家維,楊崇煇,180,493
1,20100310,統一7-ELEVEn獅,Lamigo,4,9,201007011,王俊宏,蘇建文,林金達,尤志欽,190,683
1,20100310,興農,兄弟,1,3,201007012,江春緯,紀華文,楊崇煇,吳家維,138,630
1,20110319,兄弟,興農,10,4,201101001,蘇建文,王俊宏,林金達,尤志欽,185,14028
1,20110320,兄弟,統一7-ELEVEn獅,0,9,201101002,王俊宏,林金達,蘇建文,黃子亦,172,5763
1,20110320,興農,Lamigo,4,11,201101003,張展榮,紀華文,江春緯,吳家維,211,5086
1,20110322,Lamigo,統一7-ELEVEn獅,6,1,201101004,林金達,王俊宏,張展榮,江春緯,194,6596
1,20110323,興農,兄弟,3,10,201101005,紀華文,張展榮,林金達,王俊宏,208,1945
1,20110324,Lamigo,統一7-ELEVEn獅,3,2,201101006,江春緯,紀華文,張展榮,黃子亦,174,2019
1,20110324,興農,兄弟,9,8,201101007,王俊宏,林金達,蘇建文,尤志欽,203,2323
1,20110325,Lamigo,兄弟,3,0,201101008,張展榮,江春緯,紀華文,黃子亦,165,2719
1,20110325,興農,統一7-ELEVEn獅,4,16,201101009,蘇建文,王俊宏,林金達,尤志欽,188,1745
1,20110326,Lamigo,兄弟,9,2,201101010,紀華文,張展榮,江春緯,邱景彥,234,4424
1,20110326,興農,統一7-ELEVEn獅,1,6,201101011,林金達,蘇建文,王俊宏,尤志欽,159,2370
1,20110618,Lamigo,兄弟,1,7,201101012,布萊恩,蘇建文,江春緯,黃子亦,185,4035
1,20110618,興農,統一7-ELEVEn獅,4,6,201101013,紀華文,王俊宏,張展榮,尤志欽,201,4245
1,20110329,統一7-ELEVEn獅,兄弟,9,5,201101014,張展榮,江春緯,王俊宏,紀華文,192,6750
1,20110330,Lamigo,興農,12,1,201101015,蘇建文,紀華文,張展榮,江春緯,183,2901
1,20110331,統一7-ELEVEn獅,兄弟,6,2,201101016,江春緯,張展榮,紀華文,黃子亦,206,3461
1,20110331,Lamigo,興農,5,8,201101017,林金達,蘇建文,王俊宏,尤志欽,213,2588
1,20110401,統一7-ELEVEn獅,Lamigo,12,7,201101018,王俊宏,江春緯,黃子亦,邱景彥,216,2175
1,20110401,兄弟,興農,3,7,201101019,紀華文,張展榮,尤志欽,吳家維,192,3549
1,20110402,統一7-ELEVEn獅,Lamigo,2,3,201101020,蘇建文,王俊宏,江春緯,黃子亦,211,7008
1,20110402,兄弟,興農,4,3,201101021,張展榮,紀華文,尤志欽,吳家維,174,5065
1,20110403,統一7-ELEVEn獅,Lamigo,8,4,201101022,江春緯,蘇建文,王俊宏,邱景彥,190,5630
1,20110403,兄弟,興農,5,4,201101023,林金達,張展榮,紀華文,尤志欽,256,7355
1,20110405,兄弟,Lamigo,1,11,201101024,王俊宏,張展榮,江春緯,林金達,196,6081
1,20110406,統一7-ELEVEn獅,興農,4,3,201101025,紀華文,林金達,王俊宏,江春緯,178,2007
1,20110407,兄弟,Lamigo,2,13,201101026,蘇建文,江春緯,紀華文,黃子亦,176,2962
1,20110407,統一7-ELEVEn獅,興農,3,8,201101027,張展榮,王俊宏,林金達,尤志欽,209,1616
1,20110408,兄弟,統一7-ELEVEn獅,5,4,201101028,林金達,張展榮,王俊宏,尤志欽,176,2619
1,20110408,興農,Lamigo,1,4,201101029,江春緯,紀華文,蘇建文,黃子亦,191,2165
1,20110409,兄弟,統一7-ELEVEn獅,8,12,201101030,紀華文,蘇建文,江春緯,邱景彥,242,5153
1,20110409,興農,Lamigo,10,5,201101031,王俊宏,林金達,張展榮,吳家維,191,2461
1,20110410,兄弟,統一7-ELEVEn獅,6,2,201101032,蘇建文,江春緯,紀華文,黃子亦,178,3156
1,20110410,興農,Lamigo,1,4,201101033,張展榮,王俊宏,林金達,尤志欽,186,1971
1,20110412,Lamigo,兄弟,5,7,201101034,江春緯,張展榮,王俊宏,紀華文,200,2898
1,20110413,興農,統一7-ELEVEn獅,7,20,201101035,林金達,紀華文,江春緯,張展榮,215,1430
1,20110414,Lamigo,兄弟,6,5,201101036,蘇建文,江春緯,張展榮,尤志欽,185,3071
1,20110414,興農,統一7-ELEVEn獅,1,10,201101037,王俊宏,林金達,紀華文,黃子亦,171,1372
1,20110415,Lamigo,興農,5,12,201101038,張展榮,紀華文,江春緯,尤志欽,230,2108
1,20110415,統一7-ELEVEn獅,兄弟,1,2,201101039,林金達,王俊宏,蘇建文,黃子亦,170,4160
1,20110416,Lamigo,興農,2,1,201101040,江春緯,張展榮,紀華文,吳家維,165,3687
1,20110416,統一7-ELEVEn獅,兄弟,1,0,201101041,蘇建文,林金達,王俊宏,邱景彥,183,4238
1,20110619,Lamigo,興農,4,3,201101042,林金達,紀華文,蘇建文,江春緯,189,2135
1,20110417,統一7-ELEVEn獅,兄弟,8,7,201101043,王俊宏,蘇建文,林金達,黃子亦,196,5060
1,20110419,統一7-ELEVEn獅,Lamigo,3,4,201101044,張展榮,王俊宏,江春緯,黃子亦,204,2577
1,20110420,兄弟,興農,3,0,201101045,蘇建文,林金達,紀華文,吳家維,174,2154
1,20110421,統一7-ELEVEn獅,Lamigo,7,6,201101046,江春緯,張展榮,王俊宏,邱景彥,308,2015
1,20110421,兄弟,興農,3,1,201101047,紀華文,蘇建文,林金達,尤志欽,175,2388
1,20110422,統一7-ELEVEn獅,興農,2,0,201101048,王俊宏,紀華文,蘇建文,尤志欽,138,2073
1,20110422,兄弟,Lamigo,1,7,201101049,林金達,江春緯,張展榮,黃子亦,168,4531
1,20110423,統一7-ELEVEn獅,興農,2,1,201101050,蘇建文,王俊宏,紀華文,吳家維,203,5045
1,20110423,兄弟,Lamigo,1,12,201101051,張展榮,林金達,江春緯,邱景彥,192,4309
1,20110424,統一7-ELEVEn獅,興農,5,5,201101052,紀華文,蘇建文,王俊宏,尤志欽,261,5060
1,20110424,兄弟,Lamigo,6,3,201101053,江春緯,張展榮,林金達,黃子亦,182,3741
1,20110426,兄弟,統一7-ELEVEn獅,8,12,201101054,林金達,江春緯,張展榮,紀華文,208,3394
1,20110427,興農,Lamigo,1,5,201101055,王俊宏,紀華文,蘇建文,江春緯,202,1268
1,20110428,興農,Lamigo,1,6,201101056,蘇建文,王俊宏,紀華文,林金達,162,1232
1,20110429,Lamigo,統一7-ELEVEn獅,3,2,201101057,張展榮,林金達,江春緯,黃子亦,251,3754
1,20110429,興農,兄弟,6,5,201101058,紀華文,蘇建文,王俊宏,尤志欽,175,1744
1,20110430,Lamigo,統一7-ELEVEn獅,6,4,201101059,江春緯,張展榮,林金達,邱景彥,188,7032
1,20110430,興農,兄弟,1,10,201101060,王俊宏,紀華文,蘇建文,吳家維,186,2441
1,20110501,Lamigo,統一7-ELEVEn獅,0,7,201101061,林金達,江春緯,張展榮,黃子亦,192,6187
1,20110501,興農,兄弟,5,3,201101062,蘇建文,王俊宏,紀華文,尤志欽,188,2696
1,20110503,統一7-ELEVEn獅,興農,7,4,201101063,紀華文,林金達,張展榮,江春緯,194,1760
1,20110504,兄弟,Lamigo,6,8,201101064,張展榮,江春緯,王俊宏,林金達,203,2188
1,20110505,統一7-ELEVEn獅,興農,8,3,201101065,江春緯,紀華文,尤志欽,吳家維,219,2015
1,20110505,兄弟,Lamigo,7,8,201101066,蘇建文,王俊宏,林金達,黃子亦,204,2338
1,20110506,統一7-ELEVEn獅,Lamigo,3,12,201101067,王俊宏,江春緯,張展榮,黃子亦,230,3351
1,20110506,兄弟,興農,2,7,201101068,林金達,蘇建文,紀華文,尤志欽,174,2046
1,20110507,統一7-ELEVEn獅,Lamigo,7,4,201101069,張展榮,林金達,蘇建文,邱景彥,204,4155
1,20110507,兄弟,興農,9,7,201101070,紀華文,王俊宏,江春緯,吳家維,206,3279
1,20110508,統一7-ELEVEn獅,Lamigo,5,3,201101071,蘇建文,張展榮,林金達,黃子亦,228,3018
1,20110508,兄弟,興農,4,3,201101072,王俊宏,江春緯,紀華文,尤志欽,202,3518
1,20110510,兄弟,統一7-ELEVEn獅,4,5,201101073,紀華文,布萊恩,蘇建文,江春緯,199,3502
1,20110511,Lamigo,興農,6,4,201101074,蘇建文,江春緯,布萊恩,林金達,273,1925
1,20110512,兄弟,統一7-ELEVEn獅,0,1,201101075,王俊宏,蘇建文,江春緯,黃子亦,150,2295
1,20110512,Lamigo,興農,7,1,201101076,林金達,紀華文,尤志欽,張展榮,116,1766
1,20110513,興農,統一7-ELEVEn獅,10,12,201101077,張展榮,林金達,紀華文,吳家維,224,1459
1,20110513,Lamigo,兄弟,2,4,201101078,布萊恩,王俊宏,蘇建文,黃子亦,268,2013
1,20110625,興農,統一7-ELEVEn獅,5,3,201101079,張展榮,紀華文,尤志欽,江春緯,154,1065
1,20110630,Lamigo,兄弟,4,11,201101080,王俊宏,布萊恩,黃子亦,蘇建文,213,2069
1,20110626,興農,統一7-ELEVEn獅,11,5,201101081,江春緯,張展榮,吳家維,紀華文,277,1494
1,20110626,Lamigo,兄弟,7,8,201101082,林金達,王俊宏,邱景彥,蘇建文,314,2504
1,20110614,興農,兄弟,4,6,201101083,張展榮,紀華文,王俊宏,林金達,217,1326
1,20110518,Lamigo,統一7-ELEVEn獅,6,5,201101084,布萊恩,蘇建文,紀華文,張展榮,201,2519
1,20110519,興農,兄弟,5,12,201101085,王俊宏,江春緯,蘇建文,尤志欽,213,1385
1,20110519,Lamigo,統一7-ELEVEn獅,6,5,201101086,張展榮,紀華文,布萊恩,林金達,231,2580
1,20110520,興農,Lamigo,8,11,201101087,林金達,張展榮,王俊宏,尤志欽,245,2162
1,20110520,統一7-ELEVEn獅,兄弟,3,1,201101088,紀華文,布萊恩,江春緯,黃子亦,166,3266
1,20110521,興農,Lamigo,14,1,201101089,江春緯,王俊宏,張展榮,吳家維,178,2270
1,20110521,統一7-ELEVEn獅,兄弟,7,10,201101090,蘇建文,林金達,布萊恩,紀華文,230,9120
1,20110615,興農,Lamigo,9,10,201101091,王俊宏,江春緯,林金達,張展榮,234,1210
1,20110522,統一7-ELEVEn獅,兄弟,2,1,201101092,布萊恩,紀華文,蘇建文,黃子亦,171,5567
1,20110524,兄弟,興農,3,7,201101093,紀華文,林金達,王俊宏,江春緯,190,1246
1,20110525,統一7-ELEVEn獅,Lamigo,6,3,201101094,布萊恩,王俊宏,蘇建文,張展榮,206,2688
1,20110526,統一7-ELEVEn獅,Lamigo,10,3,201101095,蘇建文,布萊恩,張展榮,林金達,172,2223
1,20110527,兄弟,統一7-ELEVEn獅,5,6,201101096,王俊宏,蘇建文,林金達,邱景彥,181,2035
1,20110529,Lamigo,興農,4,4,201101097,張展榮,紀華文,江春緯,黃子亦,205,2213
1,20110528,兄弟,統一7-ELEVEn獅,7,0,201101098,布萊恩,王俊宏,蘇建文,林金達,170,5074
1,20110616,Lamigo,興農,8,11,201101099,蘇建文,張展榮,紀華文,江春緯,235,1652
1,20110529,兄弟,統一7-ELEVEn獅,5,9,201101100,林金達,蘇建文,布萊恩,王俊宏,276,3145
1,20110529,Lamigo,興農,3,2,201101101,紀華文,江春緯,張展榮,尤志欽,153,2373
1,20110531,興農,統一7-ELEVEn獅,5,1,201101102,王俊宏,江春緯,張展榮,林金達,183,972
1,20110601,Lamigo,兄弟,5,9,201101103,布萊恩,紀華文,蘇建文,江春緯,192,1972
1,20110602,興農,統一7-ELEVEn獅,0,7,201101104,紀華文,林金達,江春緯,尤志欽,187,1284
1,20110602,Lamigo,兄弟,6,0,201101105,蘇建文,布萊恩,王俊宏,張展榮,148,2047
1,20110603,興農,兄弟,3,7,201101106,江春緯,蘇建文,林金達,邱景彥,188,2048
1,20110603,Lamigo,統一7-ELEVEn獅,3,8,201101107,張展榮,紀華文,布萊恩,黃子亦,217,3351
1,20110604,興農,兄弟,4,3,201101108,林金達,江春緯,蘇建文,尤志欽,182,4237
1,20110604,Lamigo,統一7-ELEVEn獅,0,2,201101109,王俊宏,張展榮,紀華文,黃子亦,199,4867
1,20110605,興農,兄弟,7,6,201101110,蘇建文,林金達,江春緯,邱景彥,188,4101
1,20110605,Lamigo,統一7-ELEVEn獅,4,6,201101111,布萊恩,王俊宏,張展榮,紀華文,197,3806
1,20110607,興農,Lamigo,3,8,201101112,江春緯,蘇建文,張展榮,林金達,196,1486
1,20110608,統一7-ELEVEn獅,兄弟,5,4,201101113,王俊宏,紀華文,布萊恩,尤志欽,207,3026
1,20110609,統一7-ELEVEn獅,兄弟,2,3,201101114,布萊恩,王俊宏,林金達,紀華文,227,3128
1,20110610,兄弟,Lamigo,5,1,201101115,蘇建文,布萊恩,江春緯,黃子亦,186,2577
1,20110610,統一7-ELEVEn獅,興農,0,6,201101116,紀華文,林金達,王俊宏,張展榮,214,2002
1,20110611,兄弟,Lamigo,7,4,201101117,江春緯,蘇建文,布萊恩,吳家維,204,4007
1,20110611,統一7-ELEVEn獅,興農,11,13,201101118,張展榮,紀華文,林金達,尤志欽,256,2667
1,20110612,兄弟,Lamigo,5,1,201101119,布萊恩,江春緯,蘇建文,黃子亦,176,5078
1,20110612,統一7-ELEVEn獅,興農,1,5,201101120,林金達,張展榮,紀華文,邱景彥,229,4067
1,20110701,統一7-ELEVEn獅,興農,8,2,201101121,蘇建文,紀華文,江春緯,尤志欽,201,2067
1,20110701,兄弟,Lamigo,1,0,201101122,布萊恩,王俊宏,林金達,張展榮,158,3743
1,20110702,統一7-ELEVEn獅,興農,1,8,201101123,江春緯,蘇建文,紀華文,吳家維,220,3011
1,20110702,兄弟,Lamigo,0,1,201101124,張展榮,林金達,布萊恩,黃子亦,161,3187
1,20110703,統一7-ELEVEn獅,興農,6,7,201101125,紀華文,江春緯,蘇建文,尤志欽,206,2889
1,20110703,兄弟,Lamigo,2,7,201101126,王俊宏,布萊恩,張展榮,林金達,168,2583
1,20110705,興農,Lamigo,0,2,201101127,張展榮,王俊宏,紀華文,江春緯,186,1260
1,20110706,統一7-ELEVEn獅,兄弟,4,3,201101128,布萊恩,江春緯,張展榮,王俊宏,196,3278
1,20110707,興農,Lamigo,0,2,201101129,紀華文,蘇建文,王俊宏,吳家維,171,1428
1,20110707,統一7-ELEVEn獅,兄弟,2,11,201101130,林金達,張展榮,布萊恩,黃子亦,219,2145
1,20110708,興農,兄弟,3,2,201101131,王俊宏,紀華文,蘇建文,尤志欽,254,2125
1,20110708,Lamigo,統一7-ELEVEn獅,4,2,201101132,江春緯,布萊恩,林金達,黃子亦,205,2383
1,20110709,興農,兄弟,5,7,201101133,蘇建文,王俊宏,紀華文,吳家維,209,3858
1,20110709,Lamigo,統一7-ELEVEn獅,3,2,201101134,張展榮,林金達,布萊恩,江春緯,174,3237
1,20111001,興農,兄弟,3,4,201101135,蘇建文,林金達,紀華文,江春緯,215,3686
1,20110710,Lamigo,統一7-ELEVEn獅,9,2,201101136,布萊恩,張展榮,江春緯,林金達,191,3010
1,20110712,Lamigo,兄弟,3,17,201101137,蘇建文,張展榮,布萊恩,江春緯,220,2174
1,20111004,興農,統一7-ELEVEn獅,4,6,201101138,江春緯,紀華文,林金達,黃子亦,263,1069
1,20110714,Lamigo,兄弟,4,7,201101139,布萊恩,林金達,蘇建文,紀華文,277,2093
1,20110928,興農,統一7-ELEVEn獅,2,8,201101140,林金達,紀華文,江春緯,張展榮,199,977
1,20110716,Lamigo,興農,8,2,201101141,江春緯,蘇建文,王俊宏,張展榮,253,1368
1,20110715,兄弟,統一7-ELEVEn獅,5,4,201101142,紀華文,布萊恩,張展榮,黃子亦,200,1367
1,20110716,Lamigo,興農,7,3,201101143,王俊宏,張展榮,江春緯,尤志欽,189,1654
1,20110716,兄弟,統一7-ELEVEn獅,1,4,201101144,林金達,紀華文,布萊恩,黃子亦,172,3506
1,20111002,Lamigo,興農,8,3,201101145,紀華文,蘇建文,江春緯,林金達,226,2462
1,20110717,兄弟,統一7-ELEVEn獅,1,3,201101146,布萊恩,林金達,紀華文,邱景彥,215,3278
1,20110719,統一7-ELEVEn獅,Lamigo,4,3,201101147,紀華文,布萊恩,王俊宏,林金達,270,2088
1,20110720,兄弟,興農,7,6,201101148,張展榮,蘇建文,江春緯,尤志欽,239,2027
1,20110721,統一7-ELEVEn獅,Lamigo,7,15,201101149,布萊恩,王俊宏,林金達,黃子亦,252,1819
1,20110721,兄弟,興農,5,3,201101150,江春緯,張展榮,蘇建文,邱景彥,228,2675
1,20110726,統一7-ELEVEn獅,興農,8,3,201101151,張展榮,王俊宏,林金達,尤志欽,189,2278
1,20110727,兄弟,Lamigo,5,9,201101152,布萊恩,蘇建文,江春緯,紀華文,206,2727
1,20110728,統一7-ELEVEn獅,興農,12,1,201101153,林金達,張展榮,王俊宏,吳家維,197,1668
1,20110927,兄弟,Lamigo,5,3,201101154,蘇建文,布萊恩,張展榮,王俊宏,200,5113
1,20110929,統一7-ELEVEn獅,兄弟,9,5,201101155,布萊恩,張展榮,王俊宏,江春緯,243,4489
1,20110729,興農,Lamigo,4,5,201101156,蘇建文,王俊宏,張展榮,尤志欽,176,1566
1,20110730,統一7-ELEVEn獅,兄弟,2,8,201101157,布萊恩,蘇建文,紀華文,黃子亦,196,5518
1,20110730,興農,Lamigo,3,9,201101158,王俊宏,張展榮,林金達,吳家維,173,1961
1,20110731,統一7-ELEVEn獅,兄弟,4,2,201101159,江春緯,紀華文,布萊恩,王俊宏,173,4511
1,20110731,興農,Lamigo,11,4,201101160,張展榮,林金達,蘇建文,黃子亦,245,2192
1,20110802,Lamigo,統一7-ELEVEn獅,3,5,201101161,布萊恩,江春緯,林金達,張展榮,203,2156
1,20110803,興農,兄弟,3,1,201101162,蘇建文,紀華文,王俊宏,尤志欽,173,1649
1,20110804,Lamigo,統一7-ELEVEn獅,0,5,201101163,林金達,布萊恩,張展榮,江春緯,158,2063
1,20110804,興農,兄弟,1,10,201101164,王俊宏,蘇建文,紀華文,黃子亦,185,1536
1,20110805,Lamigo,兄弟,11,6,201101165,江春緯,王俊宏,布萊恩,林金達,212,2929
1,20110805,興農,統一7-ELEVEn獅,1,9,201101166,紀華文,張展榮,蘇建文,尤志欽,177,1330
1,20110806,Lamigo,兄弟,3,18,201101167,布萊恩,林金達,江春緯,黃子亦,214,3192
1,20110806,興農,統一7-ELEVEn獅,9,7,201101168,蘇建文,紀華文,張展榮,吳家維,195,1947
1,20110807,Lamigo,兄弟,3,1,201101169,王俊宏,布萊恩,林金達,江春緯,168,3025
1,20110807,興農,統一7-ELEVEn獅,3,4,201101170,張展榮,蘇建文,紀華文,尤志欽,227,2016
1,20110809,Lamigo,興農,9,3,201101171,紀華文,江春緯,王俊宏,張展榮,203,1749
1,20110930,兄弟,統一7-ELEVEn獅,2,5,201101172,王俊宏,布萊恩,江春緯,張展榮,201,4003
1,20110811,Lamigo,興農,3,8,201101173,張展榮,王俊宏,江春緯,尤志欽,213,1899
1,20110811,兄弟,統一7-ELEVEn獅,7,10,201101174,蘇建文,布萊恩,林金達,邱景彥,250,2854
1,20110812,統一7-ELEVEn獅,Lamigo,6,4,201101175,江春緯,林金達,布萊恩,邱景彥,202,2148
1,20110812,兄弟,興農,8,2,201101176,王俊宏,張展榮,紀華文,黃子亦,181,2091
1,20110813,統一7-ELEVEn獅,Lamigo,9,2,201101177,布萊恩,蘇建文,江春緯,林金達,199,4228
1,20110813,兄弟,興農,6,8,201101178,紀華文,王俊宏,張展榮,尤志欽,217,4059
1,20110814,統一7-ELEVEn獅,Lamigo,5,0,201101179,林金達,布萊恩,蘇建文,江春緯,179,2611
1,20110814,兄弟,興農,2,4,201101180,張展榮,紀華文,王俊宏,黃子亦,196,3108
1,20110816,興農,統一7-ELEVEn獅,3,3,201101181,王俊宏,張展榮,紀華文,林金達,296,1224
1,20110817,Lamigo,兄弟,1,5,201101182,蘇建文,紀華文,布萊恩,江春緯,159,2834
1,20110818,興農,統一7-ELEVEn獅,8,4,201101183,林金達,王俊宏,張展榮,紀華文,185,1459
1,20110818,Lamigo,兄弟,6,3,201101184,布萊恩,蘇建文,江春緯,黃子亦,189,2328
1,20110819,興農,兄弟,0,1,201101185,紀華文,林金達,王俊宏,張展榮,198,2172
1,20110819,Lamigo,統一7-ELEVEn獅,4,3,201101186,江春緯,布萊恩,蘇建文,邱景彥,195,2508
1,20110820,興農,兄弟,13,5,201101187,張展榮,紀華文,林金達,尤志欽,197,3298
1,20110820,Lamigo,統一7-ELEVEn獅,7,4,201101188,蘇建文,江春緯,布萊恩,黃子亦,204,5556
1,20110821,興農,兄弟,5,1,201101189,王俊宏,張展榮,紀華文,林金達,179,3469
1,20110821,Lamigo,統一7-ELEVEn獅,4,2,201101190,布萊恩,蘇建文,江春緯,尤志欽,155,4075
1,20110823,兄弟,統一7-ELEVEn獅,7,4,201101191,蘇建文,江春緯,布萊恩,張展榮,198,2418
1,20110824,興農,Lamigo,6,3,201101192,張展榮,王俊宏,林金達,紀華文,214,1498
1,20110825,兄弟,統一7-ELEVEn獅,5,9,201101193,布萊恩,蘇建文,江春緯,黃子亦,233,2551
1,20110825,興農,Lamigo,5,4,201101194,紀華文,張展榮,王俊宏,林金達,190,1535
1,20110826,兄弟,Lamigo,7,5,201101195,王俊宏,布萊恩,蘇建文,尤志欽,231,3221
1,20110826,統一7-ELEVEn獅,興農,2,3,201101196,江春緯,林金達,紀華文,吳家維,204,2058
1,20110827,兄弟,Lamigo,3,17,201101197,蘇建文,紀華文,布萊恩,黃子亦,193,4111
1,20110827,統一7-ELEVEn獅,興農,2,8,201101198,張展榮,江春緯,林金達,王俊宏,241,4507
1,20111008,兄弟,Lamigo,0,2,201101199,布萊恩,王俊宏,蘇建文,尤志欽,155,10000
1,20110828,統一7-ELEVEn獅,興農,5,4,201101200,林金達,紀華文,江春緯,尤志欽,194,1706
1,20110830,兄弟,興農,9,0,201101201,紀華文,張展榮,王俊宏,江春緯,165,973
1,20110831,統一7-ELEVEn獅,Lamigo,6,6,201101202,布萊恩,王俊宏,蘇建文,林金達,292,1217
1,20111005,兄弟,興農,3,1,201101203,張展榮,紀華文,江春緯,林金達,169,3108
1,20110901,統一7-ELEVEn獅,Lamigo,4,3,201101204,蘇建文,布萊恩,林金達,王俊宏,180,1319
1,20110902,Lamigo,興農,5,13,201101205,王俊宏,江春緯,紀華文,林金達,231,2226
1,20110902,統一7-ELEVEn獅,兄弟,2,4,201101206,張展榮,蘇建文,布萊恩,黃子亦,190,2016
1,20110903,Lamigo,興農,2,4,201101207,林金達,王俊宏,江春緯,紀華文,183,2198
1,20110903,統一7-ELEVEn獅,兄弟,6,2,201101208,布萊恩,張展榮,蘇建文,吳家維,169,4036
1,20110904,Lamigo,興農,6,2,201101209,紀華文,林金達,張展榮,尤志欽,180,2444
1,20110904,統一7-ELEVEn獅,兄弟,4,6,201101210,江春緯,蘇建文,王俊宏,黃子亦,252,15287
1,20110906,興農,兄弟,2,5,201101211,王俊宏,紀華文,蘇建文,江春緯,175,1528
1,20110907,Lamigo,統一7-ELEVEn獅,11,2,201101212,張展榮,江春緯,林金達,黃子亦,190,2048
1,20110908,興農,兄弟,10,12,201101213,蘇建文,王俊宏,紀華文,尤志欽,231,1536
1,20110908,Lamigo,統一7-ELEVEn獅,4,3,201101214,林金達,張展榮,江春緯,黃子亦,191,1806
1,20110909,興農,Lamigo,3,1,201101215,紀華文,蘇建文,林金達,邱景彥,180,1424
1,20110909,兄弟,統一7-ELEVEn獅,3,2,201101216,江春緯,布萊恩,張展榮,吳家維,175,2366
1,20110910,興農,Lamigo,4,6,201101217,蘇建文,林金達,紀華文,尤志欽,212,2028
1,20110910,兄弟,統一7-ELEVEn獅,4,1,201101218,張展榮,王俊宏,江春緯,黃子亦,159,4168
1,20110911,興農,Lamigo,9,8,201101219,江春緯,紀華文,張展榮,林金達,237,1618
1,20110911,兄弟,統一7-ELEVEn獅,5,3,201101220,布萊恩,蘇建文,王俊宏,邱景彥,204,3299
1,20110913,兄弟,Lamigo,4,5,201101221,王俊宏,布萊恩,林金達,江春緯,206,1831
1,20110914,統一7-ELEVEn獅,興農,7,10,201101222,紀華文,江春緯,張展榮,尤志欽,228,1348
1,20110915,兄弟,Lamigo,0,10,201101223,布萊恩,王俊宏,蘇建文,黃子亦,180,2180
1,20110915,統一7-ELEVEn獅,興農,8,2,201101224,林金達,紀華文,江春緯,張展榮,181,1813
1,20110916,兄弟,興農,4,9,201101225,蘇建文,張展榮,紀華文,邱景彥,224,1590
1,20110916,統一7-ELEVEn獅,Lamigo,0,11,201101226,江春緯,布萊恩,王俊宏,林金達,210,2142
1,20110917,兄弟,興農,4,5,201101227,紀華文,蘇建文,張展榮,尤志欽,202,3801
