game_status,game_date,home_team,away_team,home_score,away_score,game_id,HP,first_base,second_base,third_base,game_time,audience
1,19900317,兄弟,統一7-ELEVEn獅,3,4,199001001,葉南輝,林朝琴,周駿勝,李志元,171,14350
1,19900317,三商,味全龍,3,0,199001002,林朝琴,葉南輝,李柏河,許榮龍,138,5783
1,19900318,三商,兄弟,3,1,199001003,葉南輝,李志元,林朝琴,李柏河,175,4724
1,19900318,統一7-ELEVEn獅,味全龍,1,6,199001004,林朝琴,葉南輝,周駿勝,許榮龍,210,4500
1,19900322,兄弟,統一7-ELEVEn獅,6,0,199001005,林朝琴,葉南輝,李志元,周駿勝,132,7666
1,19900323,三商,味全龍,6,12,199001006,葉南輝,李柏河,許榮龍,林朝琴,222,7351
1,19900324,三商,兄弟,7,6,199001007,林朝琴,許榮龍,李柏河,葉南輝,162,5643
1,19900324,統一7-ELEVEn獅,味全龍,4,6,199001008,李志元,葉南輝,周駿勝,林朝琴,158,7173
1,19900325,三商,統一7-ELEVEn獅,5,0,199001009,葉南輝,李志元,李柏河,周駿勝,159,5958
1,19900325,兄弟,味全龍,3,4,199001010,林朝琴,周駿勝,許榮龍,李柏河,142,8945
1,19900329,三商,兄弟,7,1,199001011,葉南輝,林朝琴,李柏河,周駿勝,155,10000
1,19900330,統一7-ELEVEn獅,味全龍,1,2,199001012,林朝琴,李柏河,許榮龍,李志元,160,4494
1,19900331,三商,統一7-ELEVEn獅,3,1,199001013,李志元,許榮龍,周駿勝,林朝琴,150,3142
1,19900331,兄弟,味全龍,3,2,199001014,葉南輝,周駿勝,李柏河,李志元,139,6404
1,19900401,味全龍,三商,2,1,199001015,林朝琴,葉南輝,許榮龍,李志元,144,5652
1,19900401,統一7-ELEVEn獅,兄弟,3,4,199001016,李柏河,李志元,周駿勝,林朝琴,161,5360
1,19900404,味全龍,兄弟,4,6,199001017,葉南輝,李柏河,李志元,許榮龍,202,6541
1,19900405,統一7-ELEVEn獅,三商,3,12,199001018,林朝琴,許榮龍,周駿勝,李柏河,175,5104
1,19900405,兄弟,三商,4,4,199001019,李志元,葉南輝,許榮龍,李聰智,180,9585
1,19900406,味全龍,統一7-ELEVEn獅,6,11,199001020,林朝琴,李志元,李柏河,周駿勝,182,2501
1,19900407,統一7-ELEVEn獅,兄弟,1,2,199001021,葉南輝,李柏河,周駿勝,許榮龍,131,5158
1,19900407,味全龍,三商,13,2,199001022,林朝琴,李志元,李柏河,李聰智,195,9404
1,19900408,兄弟,味全龍,3,2,199001023,林朝琴,周駿勝,李志元,李柏河,186,15222
1,19900408,三商,統一7-ELEVEn獅,0,5,199001024,葉南輝,李柏河,許榮龍,李聰智,167,4594
1,19900418,統一7-ELEVEn獅,三商,1,5,199001025,李志元,葉南輝,李柏河,許榮龍,176,4880
1,19900413,味全龍,兄弟,12,0,199001026,葉南輝,林朝琴,許榮龍,李志元,162,8020
1,19900414,兄弟,三商,3,5,199001027,林朝琴,葉南輝,李柏河,李聰智,169,6414
1,19900414,味全龍,統一7-ELEVEn獅,0,3,199001028,李志元,許榮龍,李聰智,葉南輝,177,2613
1,19900425,統一7-ELEVEn獅,兄弟,2,13,199001029,林朝琴,李志元,許榮龍,李柏河,194,4093
1,19900502,味全龍,三商,1,2,199001030,葉南輝,李柏河,周駿勝,許榮龍,172,9321
1,19900509,三商,味全龍,5,1,199001031,林朝琴,李志元,許榮龍,李柏河,129,3780
1,19900530,兄弟,統一7-ELEVEn獅,3,4,199001032,林朝琴,李志元,許榮龍,李柏河,170,3519
1,19900421,統一7-ELEVEn獅,三商,0,10,199001033,林朝琴,李志元,周駿勝,許榮龍,153,7579
1,19900421,味全龍,兄弟,5,3,199001034,葉南輝,李柏河,許榮龍,李志元,149,6826
1,19900422,兄弟,三商,2,3,199001035,葉南輝,林朝琴,許榮龍,周駿勝,180,5983
1,19900422,味全龍,統一7-ELEVEn獅,4,0,199001036,李志元,李柏河,林朝琴,許榮龍,160,4125
1,19900426,兄弟,統一7-ELEVEn獅,3,4,199001037,李志元,葉南輝,周駿勝,許榮龍,176,2898
1,19900427,三商,味全龍,4,3,199001038,林朝琴,李志元,周駿勝,李柏河,129,6903
1,19900428,三商,兄弟,4,4,199001039,林朝琴,葉南輝,李柏河,周駿勝,176,9065
1,19900428,統一7-ELEVEn獅,味全龍,2,4,199001040,李志元,許榮龍,李柏河,葉南輝,154,4957
1,19900429,三商,統一7-ELEVEn獅,8,4,199001041,葉南輝,李志元,周駿勝,李柏河,158,5571
1,19900429,兄弟,味全龍,5,2,199001042,林朝琴,許榮龍,李柏河,李志元,145,16000
1,19900503,三商,兄弟,5,4,199001043,林朝琴,李志元,許榮龍,周駿勝,150,7742
1,19900504,統一7-ELEVEn獅,味全龍,6,3,199001044,李志元,許榮龍,葉南輝,周駿勝,162,4059
1,19900523,三商,統一7-ELEVEn獅,8,3,199001045,葉南輝,李柏河,周駿勝,許榮龍,161,4425
1,19900613,兄弟,味全龍,1,9,199001046,李志元,林朝琴,許榮龍,李柏河,148,6692
1,19900506,味全龍,三商,3,5,199001047,林朝琴,李志元,許榮龍,葉南輝,179,7801
1,19900506,統一7-ELEVEn獅,兄弟,0,2,199001048,李志元,林朝琴,周駿勝,葉南輝,143,6263
1,19900510,三商,統一7-ELEVEn獅,13,3,199001049,李志元,葉南輝,周駿勝,許榮龍,148,2811
1,19900511,兄弟,味全龍,2,9,199001050,林朝琴,葉南輝,李柏河,許榮龍,174,6047
1,19900512,味全龍,三商,3,4,199001051,李志元,林朝琴,周駿勝,許榮龍,174,4088
1,19900512,統一7-ELEVEn獅,兄弟,0,1,199001052,葉南輝,林朝琴,許榮龍,李柏河,177,3756
1,19900513,味全龍,統一7-ELEVEn獅,2,5,199001053,林朝琴,葉南輝,周駿勝,李柏河,182,2617
1,19900513,兄弟,三商,8,4,199001054,李志元,李柏河,許榮龍,葉南輝,172,7938
1,19900517,統一7-ELEVEn獅,三商,2,4,199001055,葉南輝,李志元,周駿勝,許榮龍,197,3517
1,19900518,味全龍,兄弟,4,2,199001056,林朝琴,李志元,許榮龍,李柏河,172,5185
1,19900528,兄弟,三商,3,1,199001057,葉南輝,林朝琴,許榮龍,周駿勝,161,10873
1,19900606,味全龍,統一7-ELEVEn獅,0,2,199001058,葉南輝,李柏河,許榮龍,周駿勝,141,3169
1,19900520,統一7-ELEVEn獅,兄弟,9,5,199001059,李志元,李柏河,周駿勝,葉南輝,169,7030
1,19900520,味全龍,三商,2,0,199001060,林朝琴,李柏河,許榮龍,周駿勝,150,10140
1,19900524,三商,味全龍,5,6,199001061,林朝琴,李柏河,李志元,許榮龍,191,6558
1,19900525,兄弟,統一7-ELEVEn獅,5,3,199001062,李志元,葉南輝,許榮龍,周駿勝,172,4646
1,19900526,統一7-ELEVEn獅,三商,3,8,199001063,林朝琴,李柏河,許榮龍,周駿勝,188,2595
1,19900526,味全龍,兄弟,3,2,199001064,葉南輝,李志元,許榮龍,李柏河,157,7701
1,19900527,兄弟,三商,2,5,199001065,李志元,許榮龍,葉南輝,周駿勝,169,7578
1,19900527,味全龍,統一7-ELEVEn獅,7,2,199001066,林朝琴,李柏河,周駿勝,許榮龍,137,4062
1,19900531,統一7-ELEVEn獅,味全龍,2,12,199001067,李志元,葉南輝,周駿勝,許榮龍,190,2549
1,19900601,三商,兄弟,5,7,199001068,葉南輝,李柏河,許榮龍,李志元,186,6298
1,19900602,三商,味全龍,5,3,199001069,林朝琴,葉南輝,周駿勝,許榮龍,158,7784
1,19900602,兄弟,統一7-ELEVEn獅,5,10,199001070,李志元,李柏河,許榮龍,周駿勝,183,3691
1,19900620,統一7-ELEVEn獅,三商,2,4,199001071,林朝琴,葉南輝,周駿勝,李柏河,141,1122
1,19900619,味全龍,兄弟,6,15,199001072,李志元,許榮龍,李柏河,周駿勝,163,2611
1,19900611,味全龍,兄弟,6,2,199001073,李志元,林朝琴,李柏河,周駿勝,148,9207
1,19900608,統一7-ELEVEn獅,三商,1,5,199001074,李志元,葉南輝,許榮龍,周駿勝,176,3584
1,19900612,兄弟,統一7-ELEVEn獅,7,8,199001075,林朝琴,葉南輝,許榮龍,李柏河,191,4334
1,19900609,三商,味全龍,1,3,199001076,林朝琴,李柏河,李志元,周駿勝,153,2778
1,19900618,三商,兄弟,0,9,199001077,葉南輝,李柏河,周駿勝,許榮龍,168,5243
1,19900610,統一7-ELEVEn獅,味全龍,3,5,199001078,葉南輝,李柏河,周駿勝,許榮龍,174,3268
1,19900614,兄弟,三商,7,7,199001079,葉南輝,李柏河,周駿勝,許榮龍,172,5065
1,19900615,味全龍,統一7-ELEVEn獅,17,3,199001080,林朝琴,許榮龍,李志元,李柏河,184,3014
1,19900616,統一7-ELEVEn獅,兄弟,5,2,199001081,葉南輝,李柏河,許榮龍,周駿勝,144,5812
1,19900616,味全龍,三商,0,1,199001082,林朝琴,李柏河,許榮龍,李志元,153,10000
1,19900617,兄弟,味全龍,5,6,199001083,李志元,李柏河,許榮龍,周駿勝,165,4085
1,19900617,三商,統一7-ELEVEn獅,3,1,199001084,林朝琴,李柏河,許榮龍,周駿勝,141,2844
1,19900621,兄弟,統一7-ELEVEn獅,6,8,199001085,李柏河,林朝琴,周駿勝,葉南輝,173,1320
1,19900622,三商,味全龍,1,3,199001086,林朝琴,李志元,許榮龍,周駿勝,142,566
1,19900714,三商,兄弟,8,3,199001087,周駿勝,葉南輝,許榮龍,吳清山,134,2431
1,19900711,統一7-ELEVEn獅,味全龍,9,3,199001088,許榮龍,李柏河,周駿勝,柏木敏夫,165,1109
1,19900624,三商,統一7-ELEVEn獅,2,4,199001089,周駿勝,李柏河,葉南輝,李志元,146,668
1,19900624,兄弟,味全龍,6,1,199001090,許榮龍,林朝琴,李志元,李柏河,143,1383
1,19900628,三商,兄弟,3,10,199001091,林朝琴,李柏河,李志元,周駿勝,170,8186
1,19900629,統一7-ELEVEn獅,味全龍,4,0,199001092,李志元,葉南輝,許榮龍,柏木敏夫,134,2799
1,19900630,三商,統一7-ELEVEn獅,4,3,199001093,葉南輝,李柏河,周駿勝,許榮龍,194,2000
1,19900630,兄弟,味全龍,5,1,199001094,柏木敏夫,林朝琴,李柏河,周駿勝,155,9017
1,19900701,味全龍,三商,1,15,199001095,柏木敏夫,李志元,周駿勝,李柏河,165,5013
1,19900808,統一7-ELEVEn獅,兄弟,14,5,199001096,李柏河,林朝琴,許榮龍,周駿勝,188,6277
1,19900705,三商,統一7-ELEVEn獅,1,2,199001097,林朝琴,許榮龍,周駿勝,李柏河,161,5097
1,19900706,兄弟,味全龍,0,5,199001098,李志元,李柏河,柏木敏夫,葉南輝,150,7351
1,19900707,味全龍,三商,1,4,199001099,李柏河,葉南輝,許榮龍,周駿勝,156,4115
1,19900707,統一7-ELEVEn獅,兄弟,5,1,199001100,柏木敏夫,林朝琴,李志元,許榮龍,156,4596
1,19900708,味全龍,統一7-ELEVEn獅,6,3,199001101,李志元,周駿勝,葉南輝,李柏河,162,1675
1,19900708,兄弟,三商,7,8,199001102,林朝琴,柏木敏夫,許榮龍,李柏河,180,7269
1,19900712,味全龍,三商,5,5,199001103,葉南輝,林朝琴,李志元,周駿勝,184,3291
1,19900713,統一7-ELEVEn獅,兄弟,0,4,199001104,李志元,林朝琴,李柏河,周駿勝,157,4042
1,19900714,味全龍,統一7-ELEVEn獅,5,3,199001105,林朝琴,李志元,李柏河,柏木敏夫,124,841
1,19900714,兄弟,三商,0,1,199001106,柏木敏夫,李柏河,李志元,許榮龍,127,5782
1,19900715,味全龍,兄弟,11,5,199001107,李柏河,葉南輝,周駿勝,許榮龍,167,2398
1,19900715,統一7-ELEVEn獅,三商,4,2,199001108,柏木敏夫,林朝琴,許榮龍,李志元,162,3482
1,19900726,統一7-ELEVEn獅,味全龍,1,3,199001109,周駿勝,林朝琴,李柏河,李志元,159,6177
1,19900727,三商,兄弟,5,11,199001110,柏木敏夫,葉南輝,許榮龍,李柏河,201,5259
1,19900728,三商,味全龍,2,8,199001111,林朝琴,李志元,周駿勝,李柏河,165,1458
1,19900728,兄弟,統一7-ELEVEn獅,5,6,199001112,許榮龍,李柏河,葉南輝,周駿勝,184,4035
1,19900729,統一7-ELEVEn獅,三商,3,11,199001113,柏木敏夫,周駿勝,許榮龍,葉南輝,167,1843
1,19900729,味全龍,兄弟,1,3,199001114,李柏河,許榮龍,林朝琴,李志元,155,5768
1,19900802,兄弟,味全龍,1,8,199001115,葉南輝,李柏河,李志元,周駿勝,112,1286
1,19900803,三商,統一7-ELEVEn獅,2,4,199001116,柏木敏夫,周駿勝,許榮龍,林朝琴,201,1148
1,19900804,統一7-ELEVEn獅,味全龍,2,8,199001117,李柏河,許榮龍,葉南輝,李志元,162,865
1,19900804,三商,兄弟,2,8,199001118,林朝琴,柏木敏夫,周駿勝,許榮龍,154,3302
1,19900805,三商,味全龍,2,8,199001119,李志元,林朝琴,李柏河,葉南輝,186,2570
1,19900805,兄弟,統一7-ELEVEn獅,5,2,199001120,柏木敏夫,周駿勝,許榮龍,李柏河,167,4655
1,19900809,三商,統一7-ELEVEn獅,7,6,199001121,柏木敏夫,李柏河,李志元,許榮龍,196,3689
1,19900810,兄弟,味全龍,4,6,199001122,林朝琴,李志元,周駿勝,葉南輝,179,8364
1,19900811,味全龍,三商,3,8,199001123,周駿勝,許榮龍,林朝琴,李柏河,150,2339
1,19900811,統一7-ELEVEn獅,兄弟,4,4,199001124,葉南輝,李柏河,李志元,柏木敏夫,188,6856
1,19900812,味全龍,統一7-ELEVEn獅,3,7,199001125,許榮龍,林朝琴,周駿勝,葉南輝,180,3229
1,19900812,兄弟,三商,4,3,199001126,柏木敏夫,李柏河,李志元,周駿勝,164,15646
1,19900816,味全龍,三商,5,0,199001127,李志元,許榮龍,葉南輝,李柏河,140,4955
1,19900817,統一7-ELEVEn獅,兄弟,7,6,199001128,柏木敏夫,周駿勝,李志元,蔣寬仁,180,5160
1,19900818,味全龍,統一7-ELEVEn獅,6,8,199001129,林朝琴,葉南輝,許榮龍,周駿勝,202,1479
1,19900905,兄弟,三商,2,6,199001130,李柏河,李志元,許榮龍,葉南輝,155,6668
1,19900926,味全龍,兄弟,3,10,199001131,周駿勝,林朝琴,李志元,蔣寬仁,179,5004
1,19900925,統一7-ELEVEn獅,三商,1,6,199001132,李柏河,許榮龍,蔣寬仁,葉南輝,184,2174
1,19900823,味全龍,統一7-ELEVEn獅,1,2,199001133,葉南輝,李柏河,李志元,許榮龍,164,3256
1,19900824,兄弟,三商,4,1,199001134,林朝琴,李志元,周駿勝,蔣寬仁,150,2433
1,19900825,味全龍,兄弟,7,1,199001135,許榮龍,葉南輝,蔣寬仁,周駿勝,156,3523
1,19900825,統一7-ELEVEn獅,三商,6,3,199001136,李柏河,柏木敏夫,李志元,林朝琴,195,3721
1,19900826,兄弟,統一7-ELEVEn獅,6,1,199001137,周駿勝,許榮龍,蔣寬仁,葉南輝,161,4193
1,19900826,三商,味全龍,0,14,199001138,柏木敏夫,林朝琴,李柏河,李志元,160,4041
1,19900919,統一7-ELEVEn獅,味全龍,4,2,199001139,李志元,柏木敏夫,蔣寬仁,許榮龍,156,4401
1,19900831,三商,兄弟,1,6,199001140,周駿勝,葉南輝,李柏河,林朝琴,168,7498
1,19901010,三商,味全龍,3,7,199001141,李柏河,周駿勝,李志元,葉南輝,142,7999
1,19901010,兄弟,統一7-ELEVEn獅,6,11,199001142,許榮龍,柏木敏夫,林朝琴,蔣寬仁,220,4997
1,19900902,統一7-ELEVEn獅,三商,0,4,199001143,林朝琴,李志元,葉南輝,李柏河,157,4358
1,19900902,味全龍,兄弟,5,4,199001144,柏木敏夫,周駿勝,蔣寬仁,許榮龍,166,16000
1,19900906,兄弟,味全龍,0,7,199001145,葉南輝,周駿勝,蔣寬仁,許榮龍,164,6519
1,19900907,三商,統一7-ELEVEn獅,3,9,199001146,李志元,柏木敏夫,蔣寬仁,李柏河,195,2837
1,19900916,統一7-ELEVEn獅,味全龍,3,14,199001147,林朝琴,李柏河,許榮龍,李志元,180,6259
1,19900908,三商,兄弟,0,5,199001148,葉南輝,柏木敏夫,蔣寬仁,周駿勝,136,1853
1,19900909,三商,味全龍,0,8,199001149,許榮龍,葉南輝,李柏河,李志元,155,4143
1,19900909,兄弟,統一7-ELEVEn獅,9,2,199001150,周駿勝,柏木敏夫,蔣寬仁,林朝琴,145,6099
1,19900913,統一7-ELEVEn獅,兄弟,3,3,199001151,林朝琴,許榮龍,蔣寬仁,葉南輝,191,4107
1,19900914,味全龍,三商,11,0,199001152,柏木敏夫,周駿勝,李柏河,李志元,155,3022
1,19900915,兄弟,味全龍,2,12,199001153,許榮龍,蔣寬仁,葉南輝,周駿勝,191,2798
1,19900915,三商,統一7-ELEVEn獅,3,4,199001154,李柏河,柏木敏夫,李志元,林朝琴,181,2606
1,19901003,統一7-ELEVEn獅,味全龍,2,12,199001155,李志元,許榮龍,葉南輝,蔣寬仁,180,2498
1,19900916,三商,兄弟,2,3,199001156,周駿勝,柏木敏夫,蔣寬仁,葉南輝,130,4669
1,19900920,兄弟,三商,7,7,199001157,林朝琴,周駿勝,李志元,蔣寬仁,207,6184
1,19900921,味全龍,統一7-ELEVEn獅,4,7,199001158,葉南輝,許榮龍,蔣寬仁,柏木敏夫,196,5600
1,19900922,統一7-ELEVEn獅,兄弟,4,3,199001159,李柏河,林朝琴,周駿勝,李志元,186,3520
1,19900922,味全龍,三商,6,9,199001160,柏木敏夫,葉南輝,蔣寬仁,許榮龍,208,5411
1,19900923,兄弟,味全龍,2,6,199001161,李柏河,李志元,周駿勝,林朝琴,165,10205
1,19900923,三商,統一7-ELEVEn獅,7,2,199001162,許榮龍,葉南輝,蔣寬仁,柏木敏夫,164,6122
1,19900927,味全龍,兄弟,4,4,199001163,葉南輝,蔣寬仁,許榮龍,周駿勝,179,5719
1,19900928,統一7-ELEVEn獅,三商,8,10,199001164,周駿勝,柏木敏夫,蔣寬仁,李志元,237,4163
1,19900929,兄弟,統一7-ELEVEn獅,0,4,199001165,李志元,林朝琴,李柏河,許榮龍,147,4173
1,19900929,三商,味全龍,1,10,199001166,柏木敏夫,蔣寬仁,葉南輝,周駿勝,158,4639
1,19900930,三商,兄弟,4,3,199001167,許榮龍,李柏河,周駿勝,葉南輝,155,4154
1,19900930,統一7-ELEVEn獅,味全龍,3,2,199001168,林朝琴,李志元,蔣寬仁,柏木敏夫,171,5046
1,19901004,統一7-ELEVEn獅,三商,5,2,199001169,許榮龍,柏木敏夫,蔣寬仁,李柏河,172,1718
1,19901005,味全龍,兄弟,3,2,199001170,林朝琴,李柏河,蔣寬仁,周駿勝,151,2554
1,19901006,兄弟,三商,5,9,199001171,葉南輝,周駿勝,許榮龍,李志元,189,641
1,19901006,味全龍,統一7-ELEVEn獅,4,4,199001172,柏木敏夫,蔣寬仁,林朝琴,李柏河,215,2937
1,19901007,統一7-ELEVEn獅,兄弟,1,2,199001173,李志元,蔣寬仁,葉南輝,許榮龍,142,2212
1,19901007,味全龍,三商,3,2,199001174,李柏河,周駿勝,許榮龍,柏木敏夫,168,2626
1,19901011,三商,味全龍,2,3,199001175,周駿勝,蔣寬仁,李柏河,葉南輝,142,1333
1,19901012,兄弟,統一7-ELEVEn獅,3,2,199001176,林朝琴,許榮龍,蔣寬仁,李志元,193,2274
1,19901013,統一7-ELEVEn獅,三商,1,3,199001177,李柏河,李志元,葉南輝,許榮龍,142,959
1,19901013,味全龍,兄弟,5,4,199001178,周駿勝,柏木敏夫,林朝琴,蔣寬仁,128,3698
1,19901014,兄弟,三商,6,12,199001179,許榮龍,李柏河,周駿勝,林朝琴,173,4208
1,19901014,味全龍,統一7-ELEVEn獅,3,3,199001180,柏木敏夫,葉南輝,蔣寬仁,李志元,180,3009
1,19900720,明星白,明星紅,0,1,199002001,李柏河,周駿勝,李志元,柏木敏夫,134,10000
1,19900721,明星紅,明星白,1,2,199002002,林朝琴,李柏河,柏木敏夫,許榮龍,160,10000
1,19900722,明星白,明星紅,1,5,199002003,葉南輝,柏木敏夫,許榮龍,周駿勝,154,16000
1,19901020,味全龍,三商,2,1,199003001,柏木敏夫,李柏河,許榮龍,李志元,167,16000
1,19901021,三商,味全龍,3,0,199003002,葉南輝,林朝琴,蔣寬仁,周駿勝,139,16000
1,19901023,味全龍,三商,5,1,199003003,柏木敏夫,蔣寬仁,林朝琴,許榮龍,163,10000
1,19901024,三商,味全龍,0,10,199003004,葉南輝,許榮龍,周駿勝,李柏河,153,10000
1,19901025,味全龍,三商,1,2,199003005,柏木敏夫,李柏河,蔣寬仁,林朝琴,187,16000
1,19901027,三商,味全龍,0,2,199003006,葉南輝,林朝琴,蔣寬仁,李柏河,135,10149
1,19910321,味全龍,三商,8,4,199101001,葉南輝,李柏河,蔣寬仁,周駿勝,180,8668
1,19910403,兄弟,統一7-ELEVEn獅,2,1,199101002,許榮龍,李柏河,林朝琴,林褔全,158,11530
1,19910417,味全龍,統一7-ELEVEn獅,10,3,199101003,李柏河,葉南輝,許榮龍,蔣寬仁,153,6342
1,19910416,三商,兄弟,8,3,199101004,林朝琴,許榮龍,蔣寬仁,林褔全,169,9392
1,19910324,兄弟,味全龍,6,3,199101005,柏木敏夫,吳清山,林朝琴,許榮龍,164,12336
1,19910324,統一7-ELEVEn獅,三商,6,1,199101006,周駿勝,蔣寬仁,李柏河,葉南輝,157,6041
1,19910328,三商,兄弟,9,2,199101007,葉南輝,李柏河,周駿勝,蔣寬仁,178,9000
1,19910329,味全龍,統一7-ELEVEn獅,0,6,199101008,柏木敏夫,許榮龍,李志元,林朝琴,148,6643
1,19910330,統一7-ELEVEn獅,兄弟,4,2,199101009,李柏河,葉南輝,蔣寬仁,周駿勝,179,6929
1,19910330,三商,味全龍,0,8,199101010,許榮龍,柏木敏夫,林朝琴,李志元,161,4747
1,19910331,味全龍,兄弟,6,11,199101011,林朝琴,李志元,許榮龍,柏木敏夫,164,7984
1,19910331,三商,統一7-ELEVEn獅,5,4,199101012,蔣寬仁,周駿勝,葉南輝,李柏河,200,3220
1,19910404,統一7-ELEVEn獅,三商,5,6,199101013,林朝琴,許榮龍,蔣寬仁,周駿勝,199,6173
1,19910405,兄弟,味全龍,6,7,199101014,李柏河,葉南輝,蔣寬仁,許榮龍,169,14000
1,19910424,三商,兄弟,7,1,199101015,許榮龍,李柏河,林朝琴,李志元,164,10701
1,19910423,味全龍,統一7-ELEVEn獅,0,1,199101016,葉南輝,柏木敏夫,蔣寬仁,林褔全,159,5559
1,19910407,統一7-ELEVEn獅,兄弟,3,9,199101017,蔣寬仁,葉南輝,李柏河,周駿勝,180,9127
1,19910407,三商,味全龍,2,1,199101018,柏木敏夫,林朝琴,許榮龍,李志元,185,7024
1,19910411,三商,味全龍,2,9,199101019,許榮龍,柏木敏夫,蔣寬仁,林褔全,169,5299
1,19910412,統一7-ELEVEn獅,兄弟,3,2,199101020,李柏河,周駿勝,蔣寬仁,葉南輝,160,8842
1,19910413,統一7-ELEVEn獅,三商,6,6,199101021,周駿勝,葉南輝,許榮龍,蔣寬仁,212,5456
1,19910413,兄弟,味全龍,1,8,199101022,林朝琴,李柏河,柏木敏夫,林褔全,182,9000
1,19910414,三商,兄弟,5,5,199101023,葉南輝,蔣寬仁,李柏河,林褔全,182,9000
1,19910414,味全龍,統一7-ELEVEn獅,5,8,199101024,許榮龍,柏木敏夫,林朝琴,李柏河,165,6618
1,19910418,味全龍,統一7-ELEVEn獅,6,3,199101025,林朝琴,李柏河,蔣寬仁,許榮龍,191,5653
1,19910521,三商,兄弟,3,15,199101026,柏木敏夫,蔣寬仁,許榮龍,李柏河,193,7678
1,19910522,三商,味全龍,1,6,199101027,林朝琴,許榮龍,林褔全,周駿勝,184,6206
1,19910515,統一7-ELEVEn獅,兄弟,5,7,199101028,林朝琴,李柏河,蔣寬仁,林褔全,238,8088
1,19910514,三商,統一7-ELEVEn獅,4,5,199101029,許榮龍,葉南輝,林褔全,周駿勝,210,4109
1,19910529,味全龍,兄弟,0,5,199101030,李柏河,蔣寬仁,林褔全,許榮龍,179,12196
1,19910425,三商,味全龍,2,11,199101031,李柏河,蔣寬仁,許榮龍,葉南輝,195,4054
1,19910426,統一7-ELEVEn獅,兄弟,8,0,199101032,許榮龍,葉南輝,林褔全,李志元,177,5827
1,19910427,三商,統一7-ELEVEn獅,4,11,199101033,葉南輝,許榮龍,蔣寬仁,林褔全,182,1966
1,19910427,味全龍,兄弟,2,3,199101034,李柏河,林朝琴,李志元,林褔全,154,6709
1,19910428,兄弟,三商,1,10,199101035,蔣寬仁,葉南輝,林褔全,許榮龍,202,5330
1,19910428,統一7-ELEVEn獅,味全龍,7,7,199101036,柏木敏夫,李柏河,林朝琴,李志元,207,5415
1,19910502,三商,兄弟,4,2,199101037,柏木敏夫,許榮龍,李柏河,周駿勝,149,3282
1,19910528,味全龍,統一7-ELEVEn獅,4,2,199101038,柏木敏夫,許榮龍,林褔全,李志元,158,5010
1,19910507,統一7-ELEVEn獅,兄弟,5,1,199101039,葉南輝,蔣寬仁,周駿勝,林褔全,141,6705
1,19910504,三商,味全龍,0,3,199101040,林朝琴,李志元,蔣寬仁,許榮龍,159,3088
1,19910505,味全龍,兄弟,5,1,199101041,蔣寬仁,許榮龍,周駿勝,葉南輝,160,11272
1,19910505,三商,統一7-ELEVEn獅,6,6,199101042,李柏河,柏木敏夫,林朝琴,林褔全,182,6308
1,19910509,兄弟,味全龍,8,11,199101043,許榮龍,周駿勝,李志元,李柏河,179,6660
1,19910510,統一7-ELEVEn獅,三商,1,1,199101044,林朝琴,李志元,蔣寬仁,林褔全,176,4859
1,19910511,味全龍,統一7-ELEVEn獅,5,3,199101045,李柏河,蔣寬仁,許榮龍,葉南輝,196,6612
1,19910511,三商,兄弟,9,5,199101046,柏木敏夫,林朝琴,林褔全,周駿勝,187,7424
1,19910512,三商,味全龍,3,3,199101047,李志元,周駿勝,林褔全,林朝琴,190,5006
1,19910512,統一7-ELEVEn獅,兄弟,3,1,199101048,蔣寬仁,柏木敏夫,李柏河,許榮龍,167,7091
1,19910516,三商,味全龍,0,3,199101049,葉南輝,許榮龍,周駿勝,蔣寬仁,151,5291
1,19910517,統一7-ELEVEn獅,兄弟,5,3,199101050,李柏河,柏木敏夫,許榮龍,周駿勝,178,9101
1,19910518,三商,統一7-ELEVEn獅,3,0,199101051,蔣寬仁,李志元,林褔全,李柏河,230,2434
1,19910518,味全龍,兄弟,9,1,199101052,林朝琴,許榮龍,周駿勝,葉南輝,171,11019
1,19910519,兄弟,三商,11,2,199101053,許榮龍,蔣寬仁,李志元,林褔全,185,7520
1,19910519,統一7-ELEVEn獅,味全龍,2,6,199101054,李柏河,柏木敏夫,周駿勝,葉南輝,192,6848
1,19910523,統一7-ELEVEn獅,兄弟,9,6,199101055,許榮龍,葉南輝,蔣寬仁,林褔全,189,7305
1,19910524,三商,味全龍,6,11,199101056,李柏河,林朝琴,李志元,蔣寬仁,184,4215
1,19910525,味全龍,兄弟,3,7,199101057,葉南輝,李柏河,許榮龍,林褔全,152,4150
1,19910525,三商,統一7-ELEVEn獅,7,5,199101058,李志元,林朝琴,蔣寬仁,周駿勝,199,4066
1,19910526,統一7-ELEVEn獅,味全龍,2,10,199101059,林朝琴,葉南輝,林褔全,李柏河,179,2901
1,19910526,兄弟,三商,3,1,199101060,許榮龍,柏木敏夫,蔣寬仁,李柏河,143,9000
1,19910530,統一7-ELEVEn獅,兄弟,2,0,199101061,林朝琴,李柏河,許榮龍,李志元,153,6909
1,19910531,三商,味全龍,3,6,199101062,蔣寬仁,李柏河,李志元,林褔全,182,4296
1,19910601,味全龍,兄弟,2,2,199101063,許榮龍,蔣寬仁,林褔全,葉南輝,91,7387
